Id,Date,All Day,Title,Symbol,Impact,Forecast,Previous
2015.04.08GBPBRC Shop Price Index y y,4/8/15 0:01,FALSE,BRC Shop Price Index y/y,GBP,1," ",-1.7%
2015.04.08JPYCurrent Account,4/8/15 0:50,FALSE,Current Account,JPY,2,0.61T,1.06T
2015.04.08JPYMonetary Policy Statement,4/8/15 4:36,FALSE,Monetary Policy Statement,JPY,3," "," "
2015.04.08JPYEconomy Watchers Sentiment,4/8/15 6:00,FALSE,Economy Watchers Sentiment,JPY,1,50.6,50.1
2015.04.08EURGerman Factory Orders m m,4/8/15 7:00,FALSE,German Factory Orders m/m,EUR,2,1.5%,-2.6%
2015.04.08JPYBOJ Press Conference,4/8/15 7:32,FALSE,BOJ Press Conference,JPY,3," "," "
2015.04.08EURFrench Trade Balance,4/8/15 7:45,FALSE,French Trade Balance,EUR,1,-3.8B,-3.7B
2015.04.08CHFCPI m m,4/8/15 8:15,FALSE,CPI m/m,CHF,2,0.1%,-0.3%
2015.04.08EURRetail PMI,4/8/15 9:10,FALSE,Retail PMI,EUR,1," ",46.4
2015.04.08GBPBOE Credit Conditions Survey,4/8/15 9:30,FALSE,BOE Credit Conditions Survey,GBP,2," "," "
2015.04.08GBPHousing Equity Withdrawal q q,4/8/15 9:30,FALSE,Housing Equity Withdrawal q/q,GBP,1,-10.2B,-12.2B
2015.04.08EURRetail Sales m m,4/8/15 10:00,FALSE,Retail Sales m/m,EUR,2,-0.1%,0.9%
2015.04.08USDFOMC Member Dudley Speaks,4/8/15 14:30,FALSE,FOMC Member Dudley Speaks,USD,2," "," "
2015.04.08USDCrude Oil Inventories,4/8/15 15:30,FALSE,Crude Oil Inventories,USD,2,3.3M,4.8M
2015.04.08USD10-y Bond Auction,4/8/15 18:01,FALSE,10-y Bond Auction,USD,1," ",2.14|2.6
2015.04.08USDFOMC Meeting Minutes,4/8/15 19:00,FALSE,FOMC Meeting Minutes,USD,3," "," "

