Id,Date,All Day,Title,Symbol,Impact,Forecast,Previous
2015.04.16AllG20 Meetings,4/16/15 0:00,TRUE,G20 Meetings,All,2," "," "
2015.04.16GBPRICS House Price Balance,4/16/15 0:01,FALSE,RICS House Price Balance,GBP,1,15%,15%
2015.04.16USDFOMC Member Lacker Speaks,4/16/15 0:30,FALSE,FOMC Member Lacker Speaks,USD,2," "," "
2015.04.16AUDMI Inflation Expectations,4/16/15 2:00,FALSE,MI Inflation Expectations,AUD,2," ",3.2%
2015.04.16AUDEmployment Change,4/16/15 2:30,FALSE,Employment Change,AUD,3,14.9K,42.0K
2015.04.16AUDNew Motor Vehicle Sales m m,4/16/15 2:30,FALSE,New Motor Vehicle Sales m/m,AUD,1," ",2.7%
2015.04.16AUDUnemployment Rate,4/16/15 2:30,FALSE,Unemployment Rate,AUD,3,6.3%,6.2%
2015.04.16CNYForeign Direct Investment ytd y,4/16/15 3:00,FALSE,Foreign Direct Investment ytd/y,CNY,1," ",17.0%
2015.04.16CHFPPI m m,4/16/15 8:15,FALSE,PPI m/m,CHF,2,0.1%,-1.4%
2015.04.16EURItalian Trade Balance,4/16/15 9:02,FALSE,Italian Trade Balance,EUR,1,1.21B,0.23B
2015.04.16EURSpanish 10-y Bond Auction,4/16/15 9:44,FALSE,Spanish 10-y Bond Auction,EUR,1," ",1.23|1.9
2015.04.16USDBuilding Permits,4/16/15 13:30,FALSE,Building Permits,USD,3,1.08M,1.10M
2015.04.16USDHousing Starts,4/16/15 13:30,FALSE,Housing Starts,USD,2,1.05M,0.91M
2015.04.16USDUnemployment Claims,4/16/15 13:30,FALSE,Unemployment Claims,USD,3,284K,282K
2015.04.16USDPhilly Fed Manufacturing Index,4/16/15 15:00,FALSE,Philly Fed Manufacturing Index,USD,3,6.5,5.0
2015.04.16USDNatural Gas Storage,4/16/15 15:30,FALSE,Natural Gas Storage,USD,1,52B,15B
2015.04.16USDFOMC Member Lockhart Speaks,4/16/15 18:00,FALSE,FOMC Member Lockhart Speaks,USD,2," "," "
2015.04.16USDFOMC Member Fischer Speaks,4/16/15 20:00,FALSE,FOMC Member Fischer Speaks,USD,2," "," "

