Id,Date,All Day,Title,Symbol,Impact,Forecast,Previous
2013.04.24AUDBank Holiday,4/24/13 0:00,TRUE,Bank Holiday,AUD,4," "," "
2013.04.24NZDBank Holiday,4/24/13 0:00,TRUE,Bank Holiday,NZD,4," "," "
2013.04.24JPYSPPI y y,4/24/13 0:50,FALSE,SPPI y/y,JPY,1,-0.4%,0.0%
2013.04.24AUDCPI q q,4/24/13 2:30,FALSE,CPI q/q,AUD,3,0.7%,0.2%
2013.04.24AUDTrimmed Mean CPI q q,4/24/13 2:30,FALSE,Trimmed Mean CPI q/q,AUD,2,0.5%,0.6%
2013.04.24AUDRBA Deputy Gov Lowe Speaks,4/24/13 4:30,FALSE,RBA Deputy Gov Lowe Speaks,AUD,2," "," "
2013.04.24CHFUBS Consumption Indicator,4/24/13 7:00,FALSE,UBS Consumption Indicator,CHF,1," ",1.24
2013.04.24EURGerman ifo Business Climate,4/24/13 9:00,FALSE,German ifo Business Climate,EUR,3,106.4,106.7
2013.04.24EURItalian Retail Sales m m,4/24/13 9:00,FALSE,Italian Retail Sales m/m,EUR,1,0.4%,-0.4%
2013.04.24GBPHigh Street Lending,4/24/13 9:30,FALSE,High Street Lending,GBP,2,31.2K,30.6K
2013.04.24EURGerman 30-y Bond Auction,4/24/13 10:33,FALSE,German 30-y Bond Auction,EUR,1," ",2.45|1.8
2013.04.24GBPCBI Realized Sales,4/24/13 11:00,FALSE,CBI Realized Sales,GBP,2,7,0
2013.04.24USDCore Durable Goods Orders m m,4/24/13 13:30,FALSE,Core Durable Goods Orders m/m,USD,3,0.5%,-0.7%
2013.04.24USDDurable Goods Orders m m,4/24/13 13:30,FALSE,Durable Goods Orders m/m,USD,2,-2.9%,5.6%
2013.04.24EURBelgian NBB Business Climate,4/24/13 14:00,FALSE,Belgian NBB Business Climate,EUR,1,-14.3,-15.0
2013.04.24USDTreasury Sec Lew Speaks,4/24/13 14:30,FALSE,Treasury Sec Lew Speaks,USD,2," "," "
2013.04.24USDCrude Oil Inventories,4/24/13 15:30,FALSE,Crude Oil Inventories,USD,2,1.8M,-1.2M
2013.04.24CADBOC Gov Carney Speaks,4/24/13 21:15,FALSE,BOC Gov Carney Speaks,CAD,3," "," "

