Id,Date,All Day,Title,Symbol,Impact,Forecast,Previous
2019.01.31GBPGfK Consumer Confidence,1/31/19 0:01,FALSE,GfK Consumer Confidence,GBP,1,-14,-14
2019.01.31AUDImport Prices q q,1/31/19 0:30,FALSE,Import Prices q/q,AUD,1,0.3%,1.9%
2019.01.31AUDPrivate Sector Credit m m,1/31/19 0:30,FALSE,Private Sector Credit m/m,AUD,1,0.3%,0.3%
2019.01.31CNYManufacturing PMI,1/31/19 1:00,FALSE,Manufacturing PMI,CNY,2,49.3,49.4
2019.01.31CNYNon-Manufacturing PMI,1/31/19 1:00,FALSE,Non-Manufacturing PMI,CNY,1,53.9,53.8
2019.01.31JPYHousing Starts y y,1/31/19 5:00,FALSE,Housing Starts y/y,JPY,1,2.1%,-0.6%
2019.01.31GBPNationwide HPI m m,1/31/19 6:57,FALSE,Nationwide HPI m/m,GBP,1,0.2%,-0.7%
2019.01.31EURGerman Retail Sales m m,1/31/19 7:00,FALSE,German Retail Sales m/m,EUR,1,-0.5%,1.4%
2019.01.31EURFrench Prelim CPI m m,1/31/19 7:45,FALSE,French Prelim CPI m/m,EUR,1,-0.5%,0.0%
2019.01.31EURSpanish Flash CPI y y,1/31/19 8:00,FALSE,Spanish Flash CPI y/y,EUR,1,1.1%,1.2%
2019.01.31EURSpanish Flash GDP q q,1/31/19 8:00,FALSE,Spanish Flash GDP q/q,EUR,2,0.6%,0.6%
2019.01.31EURGerman Unemployment Change,1/31/19 8:55,FALSE,German Unemployment Change,EUR,1,-11K,-12K
2019.01.31EURItalian Monthly Unemployment Rate,1/31/19 9:00,FALSE,Italian Monthly Unemployment Rate,EUR,1,10.6%,10.5%
2019.01.31EURItalian Prelim GDP q q,1/31/19 10:00,FALSE,Italian Prelim GDP q/q,EUR,1,-0.1%,-0.1%
2019.01.31EURPrelim Flash GDP q q,1/31/19 10:00,FALSE,Prelim Flash GDP q/q,EUR,2,0.2%,0.2%
2019.01.31EURUnemployment Rate,1/31/19 10:00,FALSE,Unemployment Rate,EUR,1,7.9%,7.9%
2019.01.31USDChallenger Job Cuts y y,1/31/19 12:30,FALSE,Challenger Job Cuts y/y,USD,1," ",35.3%
2019.01.31CADGDP m m,1/31/19 13:30,FALSE,GDP m/m,CAD,3,-0.1%,0.3%
2019.01.31CADIPPI m m,1/31/19 13:30,FALSE,IPPI m/m,CAD,1,0.1%,-0.8%
2019.01.31CADRMPI m m,1/31/19 13:30,FALSE,RMPI m/m,CAD,2,3.9%,-11.8%
2019.01.31USDEmployment Cost Index q q,1/31/19 13:30,FALSE,Employment Cost Index q/q,USD,2,0.8%,0.8%
2019.01.31USDUnemployment Claims,1/31/19 13:30,FALSE,Unemployment Claims,USD,1,215K,200K
2019.01.31USDChicago PMI,1/31/19 14:45,FALSE,Chicago PMI,USD,2,61.5,65.4
2019.01.31USDNew Home Sales,1/31/19 15:00,FALSE,New Home Sales,USD,1,569K,562K
2019.01.31USDNatural Gas Storage,1/31/19 15:30,FALSE,Natural Gas Storage,USD,1,-191B,-163B
2019.01.31EURGerman Buba President Weidmann Speaks,1/31/19 16:00,FALSE,German Buba President Weidmann Speaks,EUR,2," "," "
2019.01.31CADGov Council Member Wilkins Speaks,1/31/19 17:30,FALSE,Gov Council Member Wilkins Speaks,CAD,2," "," "
2019.01.31USDTIC Long-Term Purchases,1/31/19 21:00,FALSE,TIC Long-Term Purchases,USD,1,30.3B,31.9B
2019.01.31AUDAIG Manufacturing Index,1/31/19 21:30,FALSE,AIG Manufacturing Index,AUD,1," ",50.0
2019.01.31JPYUnemployment Rate,1/31/19 23:30,FALSE,Unemployment Rate,JPY,1,2.5%,2.5%

