Id,Date,All Day,Title,Symbol,Impact,Forecast,Previous
2013.10.09GBPBRC Shop Price Index y y,10/9/13 0:01,FALSE,BRC Shop Price Index y/y,GBP,1," ",-0.5%
2013.10.09AUDWestpac Consumer Sentiment,10/9/13 0:30,FALSE,Westpac Consumer Sentiment,AUD,3," ",4.7%
2013.10.09JPYMonetary Policy Meeting Minutes,10/9/13 0:50,FALSE,Monetary Policy Meeting Minutes,JPY,2," "," "
2013.10.09JPYPrelim Machine Tool Orders y y,10/9/13 7:00,FALSE,Prelim Machine Tool Orders y/y,JPY,1," ",-1.7%
2013.10.09GBPBOE Credit Conditions Survey,10/9/13 9:30,FALSE,BOE Credit Conditions Survey,GBP,2," "," "
2013.10.09GBPGoods Trade Balance,10/9/13 9:30,FALSE,Goods Trade Balance,GBP,2,-8.9B,-9.9B
2013.10.09GBPIndustrial Production m m,10/9/13 9:30,FALSE,Industrial Production m/m,GBP,1,0.2%,0.1%
2013.10.09GBPManufacturing Production m m,10/9/13 9:30,FALSE,Manufacturing Production m/m,GBP,3,0.3%,0.2%
2013.10.09EURGerman Industrial Production m m,10/9/13 11:00,FALSE,German Industrial Production m/m,EUR,2,1.1%,-1.1%
2013.10.09GBPNIESR GDP Estimate,10/9/13 15:00,FALSE,NIESR GDP Estimate,GBP,2," ",0.9%
2013.10.09USDFOMC Member Evans Speaks,10/9/13 15:00,FALSE,FOMC Member Evans Speaks,USD,2," "," "
2013.10.09USDCrude Oil Inventories,10/9/13 15:30,FALSE,Crude Oil Inventories,USD,2,0.9M,5.5M
2013.10.09USD10-y Bond Auction,10/9/13 18:01,FALSE,10-y Bond Auction,USD,3," ",2.95|2.9
2013.10.09USDFOMC Meeting Minutes,10/9/13 19:00,FALSE,FOMC Meeting Minutes,USD,3," "," "
2013.10.09USDPresident Obama Speaks,10/9/13 20:15,FALSE,President Obama Speaks,USD,2," "," "
2013.10.09NZDBusinessNZ Manufacturing Index,10/9/13 22:36,FALSE,BusinessNZ Manufacturing Index,NZD,2," ",57.1
2013.10.09EURECB President Draghi Speaks,10/9/13 23:00,FALSE,ECB President Draghi Speaks,EUR,3," "," "

