Id,Date,All Day,Title,Symbol,Impact,Forecast,Previous
2011.05.26AllG8 Meetings,5/26/11 0:00,TRUE,G8 Meetings,All,2,,
2011.05.26AUDRBA Deputy Gov Battellino Speaks,5/26/11 0:15,FALSE,RBA Deputy Gov Battellino Speaks,AUD,2,,
2011.05.26JPYSPPI y y,5/26/11 0:50,FALSE,SPPI y/y,JPY,1,-1.0%,-1.2%
2011.05.26AUDPrivate Capital Expenditure q q,5/26/11 2:30,FALSE,Private Capital Expenditure q/q,AUD,3,2.8%,1.5%
2011.05.26CHFTrade Balance,5/26/11 7:00,FALSE,Trade Balance,CHF,2,2.01B,1.00B
2011.05.26EURGerman Import Prices m m,5/26/11 7:00,FALSE,German Import Prices m/m,EUR,1,0.8%,1.1%
2011.05.26CHFEmployment Level,5/26/11 8:15,FALSE,Employment Level,CHF,2,4.10M,4.09M
2011.05.26EURECB President Trichet Speaks,5/26/11 10:20,FALSE,ECB President Trichet Speaks,EUR,2,,
2011.05.26GBPMPC Member Tucker Speaks,5/26/11 13:20,FALSE,MPC Member Tucker Speaks,GBP,2,,
2011.05.26CADCorporate Profits q q,5/26/11 13:30,FALSE,Corporate Profits q/q,CAD,1,,7.9%
2011.05.26USDPrelim GDP Price Index q q,5/26/11 13:30,FALSE,Prelim GDP Price Index q/q,USD,1,1.9%,1.9%
2011.05.26USDPrelim GDP q q,5/26/11 13:30,FALSE,Prelim GDP q/q,USD,3,2.2%,1.8%
2011.05.26USDUnemployment Claims,5/26/11 13:30,FALSE,Unemployment Claims,USD,3,403K,414K
2011.05.26USDNatural Gas Storage,5/26/11 15:30,FALSE,Natural Gas Storage,USD,1,93B,92B

