Id,Date,All Day,Title,Symbol,Impact,Forecast,Previous
2013.05.15JPYTertiary Industry Activity m m,5/15/13 0:50,FALSE,Tertiary Industry Activity m/m,JPY,2,-0.6%,1.2%
2013.05.15AUDNew Motor Vehicle Sales m m,5/15/13 2:30,FALSE,New Motor Vehicle Sales m/m,AUD,2," ",-0.5%
2013.05.15AUDWage Price Index q q,5/15/13 2:30,FALSE,Wage Price Index q/q,AUD,2,0.8%,0.8%
2013.05.15JPYConsumer Confidence,5/15/13 6:00,FALSE,Consumer Confidence,JPY,1,45.8,44.8
2013.05.15EURFrench Prelim GDP q q,5/15/13 6:30,FALSE,French Prelim GDP q/q,EUR,2,-0.1%,-0.2%
2013.05.15EURGerman Prelim GDP q q,5/15/13 7:00,FALSE,German Prelim GDP q/q,EUR,3,0.3%,-0.7%
2013.05.15EURFrench Final CPI m m,5/15/13 7:45,FALSE,French Final CPI m/m,EUR,1,0.1%,0.8%
2013.05.15CHFPPI m m,5/15/13 8:15,FALSE,PPI m/m,CHF,2,-0.2%,0.0%
2013.05.15EURItalian Prelim GDP q q,5/15/13 9:00,FALSE,Italian Prelim GDP q/q,EUR,2,-0.4%,-0.9%
2013.05.15GBPAverage Earnings Index 3m y,5/15/13 9:30,FALSE,Average Earnings Index 3m/y,GBP,2,0.7%,1.0%
2013.05.15GBPClaimant Count Change,5/15/13 9:30,FALSE,Claimant Count Change,GBP,3,-3.1K,-9.9K
2013.05.15GBPUnemployment Rate,5/15/13 9:30,FALSE,Unemployment Rate,GBP,2,7.9%,7.9%
2013.05.15CHFCredit Suisse Economic Expectations,5/15/13 10:00,FALSE,Credit Suisse Economic Expectations,CHF,2," ",20.0
2013.05.15EURFlash GDP q q,5/15/13 10:00,FALSE,Flash GDP q/q,EUR,3,-0.1%,-0.6%
2013.05.15GBPBOE Gov King Speaks,5/15/13 10:30,FALSE,BOE Gov King Speaks,GBP,3," "," "
2013.05.15GBPBOE Monetary Policy Report,5/15/13 10:30,FALSE,BOE Monetary Policy Report,GBP,3," "," "
2013.05.15CADManufacturing Sales m m,5/15/13 13:30,FALSE,Manufacturing Sales m/m,CAD,3,0.6%,2.8%
2013.05.15USDCore PPI m m,5/15/13 13:30,FALSE,Core PPI m/m,USD,2,0.1%,0.2%
2013.05.15USDEmpire State Manufacturing Index,5/15/13 13:30,FALSE,Empire State Manufacturing Index,USD,2,3.6,3.1
2013.05.15USDPPI m m,5/15/13 13:30,FALSE,PPI m/m,USD,3,-0.6%,-0.6%
2013.05.15USDTIC Long-Term Purchases,5/15/13 14:00,FALSE,TIC Long-Term Purchases,USD,2,33.8B,-13.3B
2013.05.15USDCapacity Utilization Rate,5/15/13 14:15,FALSE,Capacity Utilization Rate,USD,2,78.4%,78.3%
2013.05.15USDIndustrial Production m m,5/15/13 14:15,FALSE,Industrial Production m/m,USD,2,-0.1%,0.3%
2013.05.15USDNAHB Housing Market Index,5/15/13 15:00,FALSE,NAHB Housing Market Index,USD,1,43,41
2013.05.15NZDGDT Price Index,5/15/13 15:30,FALSE,GDT Price Index,NZD,1," ",-8.6%
2013.05.15USDCrude Oil Inventories,5/15/13 15:30,FALSE,Crude Oil Inventories,USD,2,0.5M,0.2M
2013.05.15NZDBusinessNZ Manufacturing Index,5/15/13 23:34,FALSE,BusinessNZ Manufacturing Index,NZD,2," ",53.4

