Id,Date,All Day,Title,Symbol,Impact,Forecast,Previous
2015.05.05JPYBank Holiday,5/5/15 0:00,TRUE,Bank Holiday,JPY,4," "," "
2015.05.05AUDAIG Services Index,5/5/15 0:13,FALSE,AIG Services Index,AUD,1," ",50.2
2015.05.05AUDTrade Balance,5/5/15 2:30,FALSE,Trade Balance,AUD,3,-0.98B,-1.61B
2015.05.05AUDCash Rate,5/5/15 5:30,FALSE,Cash Rate,AUD,3,2.00%,2.25%
2015.05.05AUDRBA Rate Statement,5/5/15 5:30,FALSE,RBA Rate Statement,AUD,3," "," "
2015.05.05EURFrench Gov Budget Balance,5/5/15 7:45,FALSE,French Gov Budget Balance,EUR,1," ",-23.4B
2015.05.05EURSpanish Unemployment Change,5/5/15 8:00,FALSE,Spanish Unemployment Change,EUR,3,-64.8K,-60.2K
2015.05.05GBPConstruction PMI,5/5/15 9:30,FALSE,Construction PMI,GBP,3,57.6,57.8
2015.05.05EUREU Economic Forecasts,5/5/15 10:00,FALSE,EU Economic Forecasts,EUR,2," "," "
2015.05.05EURPPI m m,5/5/15 10:00,FALSE,PPI m/m,EUR,1,0.3%,0.6%
2015.05.05CADTrade Balance,5/5/15 13:30,FALSE,Trade Balance,CAD,3,-0.8B,-2.2B
2015.05.05USDTrade Balance,5/5/15 13:30,FALSE,Trade Balance,USD,3,-41.2B,-35.9B
2015.05.05USDFinal Services PMI,5/5/15 14:45,FALSE,Final Services PMI,USD,1,57.8,57.8
2015.05.05USDIBD TIPP Economic Optimism,5/5/15 15:00,FALSE,IBD/TIPP Economic Optimism,USD,1,50.6,51.3
2015.05.05USDISM Services PMI,5/5/15 15:00,FALSE,ISM Services PMI,USD,3,56.2,56.5
2015.05.05NZDGDT Price Index,5/5/15 15:20,FALSE,GDT Price Index,NZD,3," ",-3.6%
2015.05.05CADGov Council Member Wilkins Speaks,5/5/15 17:45,FALSE,Gov Council Member Wilkins Speaks,CAD,2," "," "
2015.05.05NZDEmployment Change q q,5/5/15 23:45,FALSE,Employment Change q/q,NZD,3,0.8%,1.2%
2015.05.05NZDLabor Cost Index q q,5/5/15 23:45,FALSE,Labor Cost Index q/q,NZD,1,0.4%,0.5%
2015.05.05NZDUnemployment Rate,5/5/15 23:45,FALSE,Unemployment Rate,NZD,3,5.5%,5.8%

