Id,Date,All Day,Title,Symbol,Impact,Forecast,Previous
2017.05.09GBPBRC Retail Sales Monitor y y,5/9/17 0:01,FALSE,BRC Retail Sales Monitor y/y,GBP,1," ",-1.0%
2017.05.09JPYAverage Cash Earnings y y,5/9/17 1:00,FALSE,Average Cash Earnings y/y,JPY,1,0.4%,0.4%
2017.05.09AUDRetail Sales m m,5/9/17 2:30,FALSE,Retail Sales m/m,AUD,3,0.3%,-0.2%
2017.05.09JPY10-y Bond Auction,5/9/17 4:45,FALSE,10-y Bond Auction,JPY,1," ",0.06|4.0
2017.05.09CHFUnemployment Rate,5/9/17 6:45,FALSE,Unemployment Rate,CHF,1,3.2%,3.3%
2017.05.09EURGerman Industrial Production m m,5/9/17 7:00,FALSE,German Industrial Production m/m,EUR,1,-0.6%,1.8%
2017.05.09EURGerman Trade Balance,5/9/17 7:00,FALSE,German Trade Balance,EUR,1,21.2B,21.2B
2017.05.09EURFrench Gov Budget Balance,5/9/17 7:45,FALSE,French Gov Budget Balance,EUR,1," ",-21.5B
2017.05.09EURItalian Retail Sales m m,5/9/17 9:00,FALSE,Italian Retail Sales m/m,EUR,1,0.2%,-0.2%
2017.05.09AUDAnnual Budget Release,5/9/17 10:30,FALSE,Annual Budget Release,AUD,3," "," "
2017.05.09USDNFIB Small Business Index,5/9/17 11:00,FALSE,NFIB Small Business Index,USD,1,104.0,104.7
2017.05.09CADBuilding Permits m m,5/9/17 13:30,FALSE,Building Permits m/m,CAD,2,4.2%,-2.8%
2017.05.09USDFinal Wholesale Inventories m m,5/9/17 15:00,FALSE,Final Wholesale Inventories m/m,USD,1,-0.1%,-0.1%
2017.05.09USDIBD TIPP Economic Optimism,5/9/17 15:00,FALSE,IBD/TIPP Economic Optimism,USD,1,52.3,51.7
2017.05.09USDJOLTS Job Openings,5/9/17 15:00,FALSE,JOLTS Job Openings,USD,2,5.67M,5.68M
2017.05.09USDFOMC Member Kaplan Speaks,5/9/17 21:15,FALSE,FOMC Member Kaplan Speaks,USD,2," "," "

