Id,Date,All Day,Title,Symbol,Impact,Forecast,Previous
2012.05.10JPYBank Lending y y,5/10/12 0:50,FALSE,Bank Lending y/y,JPY,1," ",0.8%
2012.05.10JPYCurrent Account,5/10/12 0:50,FALSE,Current Account,JPY,3,0.65T,0.86T
2012.05.10AUDEmployment Change,5/10/12 2:30,FALSE,Employment Change,AUD,3,-4.8K,37.6K
2012.05.10AUDUnemployment Rate,5/10/12 2:30,FALSE,Unemployment Rate,AUD,3,5.3%,5.2%
2012.05.10CNYUSD-Denominated Trade Balance,5/10/12 4:00,FALSE,USD-Denominated Trade Balance,CNY,3,10.0B,5.4B
2012.05.10JPYEconomy Watchers Sentiment,5/10/12 6:00,FALSE,Economy Watchers Sentiment,JPY,1,52.5,51.8
2012.05.10EURFrench Gov Budget Balance,5/10/12 7:45,FALSE,French Gov Budget Balance,EUR,1," ",-24.2B
2012.05.10EURFrench Industrial Production m m,5/10/12 7:45,FALSE,French Industrial Production m/m,EUR,2,-0.4%,0.9%
2012.05.10EURECB Monthly Bulletin,5/10/12 9:00,FALSE,ECB Monthly Bulletin,EUR,2," "," "
2012.05.10EURItalian Industrial Production m m,5/10/12 9:00,FALSE,Italian Industrial Production m/m,EUR,1,0.0%,-0.7%
2012.05.10GBPIndustrial Production m m,5/10/12 9:30,FALSE,Industrial Production m/m,GBP,1,-0.2%,0.4%
2012.05.10GBPManufacturing Production m m,5/10/12 9:30,FALSE,Manufacturing Production m/m,GBP,3,0.5%,-1.1%
2012.05.10GBPAsset Purchase Facility,5/10/12 12:00,FALSE,Asset Purchase Facility,GBP,3,325B,325B
2012.05.10GBPOfficial Bank Rate,5/10/12 12:00,FALSE,Official Bank Rate,GBP,3,0.50%,0.50%
2012.05.10CADNHPI m m,5/10/12 13:30,FALSE,NHPI m/m,CAD,1,0.2%,0.3%
2012.05.10CADTrade Balance,5/10/12 13:30,FALSE,Trade Balance,CAD,3,0.7B,0.3B
2012.05.10USDImport Prices m m,5/10/12 13:30,FALSE,Import Prices m/m,USD,2,-0.1%,1.5%
2012.05.10USDTrade Balance,5/10/12 13:30,FALSE,Trade Balance,USD,3,-49.8B,-45.4B
2012.05.10USDUnemployment Claims,5/10/12 13:30,FALSE,Unemployment Claims,USD,3,371K,368K
2012.05.10USDFed Chairman Bernanke Speaks,5/10/12 14:30,FALSE,Fed Chairman Bernanke Speaks,USD,3," "," "
2012.05.10GBPNIESR GDP Estimate,5/10/12 15:00,FALSE,NIESR GDP Estimate,GBP,2," ",-0.2%
2012.05.10USDNatural Gas Storage,5/10/12 15:30,FALSE,Natural Gas Storage,USD,1,33B,28B
2012.05.10USD30-y Bond Auction,5/10/12 18:00,FALSE,30-y Bond Auction,USD,1," ",3.23|2.8
2012.05.10USDFederal Budget Balance,5/10/12 18:59,FALSE,Federal Budget Balance,USD,2,30.5B,-198.2B
2012.05.10NZDFPI m m,5/10/12 23:45,FALSE,FPI m/m,NZD,1," ",-1.0%

