Id,Date,All Day,Title,Symbol,Impact,Forecast,Previous
2016.05.03JPYBank Holiday,5/3/16 0:00,TRUE,Bank Holiday,JPY,4," "," "
2016.05.03USDTotal Vehicle Sales,5/3/16 0:00,TRUE,Total Vehicle Sales,USD,1,17.3M,16.6M
2016.05.03USDWards Total Vehicle Sales,5/3/16 0:00,TRUE,Wards Total Vehicle Sales,USD,1,17.4M,16.8M
2016.05.03AUDBuilding Approvals m m,5/3/16 2:30,FALSE,Building Approvals m/m,AUD,3,-1.8%,2.9%
2016.05.03CNYCaixin Manufacturing PMI,5/3/16 2:45,FALSE,Caixin Manufacturing PMI,CNY,3,49.8,49.7
2016.05.03AUDCash Rate,5/3/16 5:30,FALSE,Cash Rate,AUD,3,2.00%,2.00%
2016.05.03AUDRBA Rate Statement,5/3/16 5:30,FALSE,RBA Rate Statement,AUD,3," "," "
2016.05.03CHFSECO Consumer Climate,5/3/16 6:45,FALSE,SECO Consumer Climate,CHF,1,-12,-14
2016.05.03GBPFinal Manufacturing PMI,5/3/16 9:30,FALSE,Final Manufacturing PMI,GBP,3,51.3,50.7
2016.05.03EUREU Economic Forecasts,5/3/16 10:00,FALSE,EU Economic Forecasts,EUR,2," "," "
2016.05.03EURPPI m m,5/3/16 10:00,FALSE,PPI m/m,EUR,1,0.1%,-0.7%
2016.05.03AUDAnnual Budget Release,5/3/16 10:30,FALSE,Annual Budget Release,AUD,2," "," "
2016.05.03NZDGDT Price Index,5/3/16 14:59,FALSE,GDT Price Index,NZD,3," ",3.8%
2016.05.03USDIBD TIPP Economic Optimism,5/3/16 15:00,FALSE,IBD/TIPP Economic Optimism,USD,1,46.6,46.3
2016.05.03USDFOMC Member Mester Speaks,5/3/16 15:30,FALSE,FOMC Member Mester Speaks,USD,2," "," "
2016.05.03CADBOC Gov Poloz Speaks,5/3/16 17:30,FALSE,BOC Gov Poloz Speaks,CAD,2," "," "
2016.05.03NZDEmployment Change q q,5/3/16 23:45,FALSE,Employment Change q/q,NZD,3,0.6%,1.0%
2016.05.03NZDLabor Cost Index q q,5/3/16 23:45,FALSE,Labor Cost Index q/q,NZD,1,0.3%,0.4%
2016.05.03NZDUnemployment Rate,5/3/16 23:45,FALSE,Unemployment Rate,NZD,3,5.5%,5.4%

