Id,Date,All Day,Title,Symbol,Impact,Forecast,Previous
2018.05.08EURFrench Bank Holiday,5/8/18 0:00,TRUE,French Bank Holiday,EUR,4," "," "
2018.05.08JPYHousehold Spending y y,5/8/18 0:30,FALSE,Household Spending y/y,JPY,1,1.2%,-0.9%
2018.05.08AUDRetail Sales m m,5/8/18 2:30,FALSE,Retail Sales m/m,AUD,3,0.2%,0.6%
2018.05.08NZDInflation Expectations q q,5/8/18 4:00,FALSE,Inflation Expectations q/q,NZD,3," ",2.11%
2018.05.08CNYTrade Balance,5/8/18 4:13,FALSE,Trade Balance,CNY,2,187B,-30B
2018.05.08CNYUSD-Denominated Trade Balance,5/8/18 4:15,FALSE,USD-Denominated Trade Balance,CNY,1,27.5B,-5.0B
2018.05.08JPY10-y Bond Auction,5/8/18 4:35,FALSE,10-y Bond Auction,JPY,1," ",0.03|4.2
2018.05.08CHFUnemployment Rate,5/8/18 6:45,FALSE,Unemployment Rate,CHF,1,2.9%,2.8%
2018.05.08EURGerman Industrial Production m m,5/8/18 7:00,FALSE,German Industrial Production m/m,EUR,1,0.8%,-1.7%
2018.05.08EURGerman Trade Balance,5/8/18 7:00,FALSE,German Trade Balance,EUR,1,19.9B,19.4B
2018.05.08USDFed Chair Powell Speaks,5/8/18 8:15,FALSE,Fed Chair Powell Speaks,USD,3," "," "
2018.05.08GBPHalifax HPI m m,5/8/18 8:30,FALSE,Halifax HPI m/m,GBP,2,-0.3%,1.6%
2018.05.08AUDAnnual Budget Release,5/8/18 10:30,FALSE,Annual Budget Release,AUD,3," "," "
2018.05.08USDNFIB Small Business Index,5/8/18 11:00,FALSE,NFIB Small Business Index,USD,1,105.2,104.7
2018.05.08CADHousing Starts,5/8/18 13:13,FALSE,Housing Starts,CAD,1,218K,225K
2018.05.08USDJOLTS Job Openings,5/8/18 15:00,FALSE,JOLTS Job Openings,USD,1,6.02M,6.08M
2018.05.08USDIBD TIPP Economic Optimism,5/8/18 15:02,FALSE,IBD/TIPP Economic Optimism,USD,1,51.3,52.6
2018.05.08USDLoan Officer Survey,5/8/18 19:00,FALSE,Loan Officer Survey,USD,1," "," "
2018.05.08USDPresident Trump Speaks,5/8/18 19:00,FALSE,President Trump Speaks,USD,3," "," "

