Id,Date,All Day,Title,Symbol,Impact,Forecast,Previous
2013.05.22EUREU Economic Summit,5/22/13 0:00,TRUE,EU Economic Summit,EUR,2," "," "
2013.05.22JPYTrade Balance,5/22/13 0:50,FALSE,Trade Balance,JPY,2,-0.63T,-0.92T
2013.05.22AUDWestpac Consumer Sentiment,5/22/13 1:30,FALSE,Westpac Consumer Sentiment,AUD,2," ",-5.1%
2013.05.22JPYMonetary Policy Statement,5/22/13 4:07,FALSE,Monetary Policy Statement,JPY,3," "," "
2013.05.22JPYBOJ Press Conference,5/22/13 8:24,FALSE,BOJ Press Conference,JPY,3," "," "
2013.05.22EURCurrent Account,5/22/13 9:00,FALSE,Current Account,EUR,2,14.2B,14.6B
2013.05.22GBPMPC Asset Purchase Facility Votes,5/22/13 9:30,FALSE,MPC Asset Purchase Facility Votes,GBP,3,3-0-6,3-0-6
2013.05.22GBPMPC Official Bank Rate Votes,5/22/13 9:30,FALSE,MPC Official Bank Rate Votes,GBP,3,0-0-9,0-0-9
2013.05.22GBPPublic Sector Net Borrowing,5/22/13 9:30,FALSE,Public Sector Net Borrowing,GBP,2,7.6B,12.6B
2013.05.22GBPRetail Sales m m,5/22/13 9:30,FALSE,Retail Sales m/m,GBP,3,0.0%,-0.6%
2013.05.22EURGerman 10-y Bond Auction,5/22/13 10:33,FALSE,German 10-y Bond Auction,EUR,2," ",1.28|1.6
2013.05.22CHFSNB Chairman Jordan Speaks,5/22/13 11:00,FALSE,SNB Chairman Jordan Speaks,CHF,3," "," "
2013.05.22GBPCBI Industrial Order Expectations,5/22/13 11:00,FALSE,CBI Industrial Order Expectations,GBP,2,-18,-25
2013.05.22GBPMPC Member Bean Speaks,5/22/13 12:00,FALSE,MPC Member Bean Speaks,GBP,2," "," "
2013.05.22CADCore Retail Sales m m,5/22/13 13:30,FALSE,Core Retail Sales m/m,CAD,3,0.2%,0.7%
2013.05.22CADRetail Sales m m,5/22/13 13:30,FALSE,Retail Sales m/m,CAD,2,0.2%,0.7%
2013.05.22USDExisting Home Sales,5/22/13 15:00,FALSE,Existing Home Sales,USD,3,4.99M,4.94M
2013.05.22USDFed Chairman Bernanke Testifies,5/22/13 15:00,FALSE,Fed Chairman Bernanke Testifies,USD,3," "," "
2013.05.22USDTreasury Sec Lew Speaks,5/22/13 15:00,FALSE,Treasury Sec Lew Speaks,USD,1," "," "
2013.05.22USDCrude Oil Inventories,5/22/13 15:30,FALSE,Crude Oil Inventories,USD,2,-0.4M,-0.6M
2013.05.22USDFOMC Meeting Minutes,5/22/13 19:00,FALSE,FOMC Meeting Minutes,USD,3," "," "

