Id,Date,All Day,Title,Symbol,Impact,Forecast,Previous
2014.09.29EURGerman Prelim CPI m m,9/29/14 0:00,TRUE,German Prelim CPI m/m,EUR,3,-0.1%,0.0%
2014.09.29EURSpanish Flash CPI y y,9/29/14 8:00,FALSE,Spanish Flash CPI y/y,EUR,2,-0.3%,-0.5%
2014.09.29GBPM4 Money Supply m m,9/29/14 9:30,FALSE,M4 Money Supply m/m,GBP,1,0.4%,0.2%
2014.09.29GBPMortgage Approvals,9/29/14 9:30,FALSE,Mortgage Approvals,GBP,1,66K,66K
2014.09.29GBPNet Lending to Individuals m m,9/29/14 9:30,FALSE,Net Lending to Individuals m/m,GBP,2,3.1B,3.4B
2014.09.29EURItalian 10-y Bond Auction,9/29/14 10:21,FALSE,Italian 10-y Bond Auction,EUR,2," ",2.39|1.3
2014.09.29USDCore PCE Price Index m m,9/29/14 13:30,FALSE,Core PCE Price Index m/m,USD,2,0.0%,0.1%
2014.09.29USDPersonal Income m m,9/29/14 13:30,FALSE,Personal Income m/m,USD,1,0.3%,0.2%
2014.09.29USDPersonal Spending m m,9/29/14 13:30,FALSE,Personal Spending m/m,USD,2,0.5%,0.0%
2014.09.29USDPending Home Sales m m,9/29/14 15:00,FALSE,Pending Home Sales m/m,USD,2,-0.4%,3.2%
2014.09.29NZDBuilding Consents m m,9/29/14 22:45,FALSE,Building Consents m/m,NZD,2," ",-1.7%

