Id,Date,All Day,Title,Symbol,Impact,Forecast,Previous
2016.02.19JPYAll Industries Activity m m,2/19/16 4:30,FALSE,All Industries Activity m/m,JPY,1,-0.3%,-1.1%
2016.02.19EURGerman PPI m m,2/19/16 7:00,FALSE,German PPI m/m,EUR,1,-0.3%,-0.5%
2016.02.19GBPPublic Sector Net Borrowing,2/19/16 9:30,FALSE,Public Sector Net Borrowing,GBP,2,-13.8B,7.5B
2016.02.19GBPRetail Sales m m,2/19/16 9:30,FALSE,Retail Sales m/m,GBP,3,0.8%,-1.4%
2016.02.19CADCPI m m,2/19/16 13:30,FALSE,CPI m/m,CAD,2,0.0%,-0.5%
2016.02.19CADCore CPI m m,2/19/16 13:30,FALSE,Core CPI m/m,CAD,3,0.2%,-0.4%
2016.02.19CADCore Retail Sales m m,2/19/16 13:30,FALSE,Core Retail Sales m/m,CAD,3,-0.5%,1.0%
2016.02.19CADRetail Sales m m,2/19/16 13:30,FALSE,Retail Sales m/m,CAD,2,-0.7%,1.7%
2016.02.19USDCPI m m,2/19/16 13:30,FALSE,CPI m/m,USD,3,-0.1%,-0.1%
2016.02.19USDCPI y y,2/19/16 13:30,FALSE,CPI y/y,USD,3,1.3%,0.7%
2016.02.19USDCore CPI m m,2/19/16 13:30,FALSE,Core CPI m/m,USD,3,0.2%,0.1%
2016.02.19USDFOMC Member Mester Speaks,2/19/16 13:30,FALSE,FOMC Member Mester Speaks,USD,2," "," "
2016.02.19GBPCB Leading Index m m,2/19/16 14:30,FALSE,CB Leading Index m/m,GBP,1," ",0.3%
2016.02.19EURConsumer Confidence,2/19/16 15:00,FALSE,Consumer Confidence,EUR,1,-7,-6

