Id,Date,All Day,Title,Symbol,Impact,Forecast,Previous
2011.07.11EURECOFIN Meetings,7/11/11 0:00,TRUE,ECOFIN Meetings,EUR,2,,
2011.07.11JPYM2 Money Stock y y,7/11/11 0:50,FALSE,M2 Money Stock y/y,JPY,1,2.8%,2.7%
2011.07.11AUDHome Loans m m,7/11/11 2:30,FALSE,Home Loans m/m,AUD,3,4.6%,4.6%
2011.07.11JPYConsumer Confidence,7/11/11 6:00,FALSE,Consumer Confidence,JPY,1,35.7,34.2
2011.07.11JPYPrelim Machine Tool Orders y y,7/11/11 7:08,FALSE,Prelim Machine Tool Orders y/y,JPY,1,,34.0%
2011.07.11EURFrench Industrial Production m m,7/11/11 7:45,FALSE,French Industrial Production m/m,EUR,2,0.5%,-0.5%
2011.07.11CADHousing Starts,7/11/11 13:14,FALSE,Housing Starts,CAD,3,182K,194K
2011.07.11CADBOC Business Outlook Survey,7/11/11 15:30,FALSE,BOC Business Outlook Survey,CAD,3,,
2011.07.11USDPresident Obama Speaks,7/11/11 16:00,FALSE,President Obama Speaks,USD,1,,

