Id,Date,All Day,Title,Symbol,Impact,Forecast,Previous
2017.08.07CADBank Holiday,8/7/17 0:00,TRUE,Bank Holiday,CAD,4," "," "
2017.08.07AUDAIG Construction Index,8/7/17 0:30,FALSE,AIG Construction Index,AUD,1," ",56.0
2017.08.07AUDANZ Job Advertisements m m,8/7/17 2:30,FALSE,ANZ Job Advertisements m/m,AUD,1," ",2.7%
2017.08.07NZDInflation Expectations q q,8/7/17 4:00,FALSE,Inflation Expectations q/q,NZD,3," ",2.17%
2017.08.07JPYLeading Indicators,8/7/17 6:00,FALSE,Leading Indicators,JPY,1,106.2%,104.6%
2017.08.07EURGerman Industrial Production m m,8/7/17 7:00,FALSE,German Industrial Production m/m,EUR,1,0.2%,1.2%
2017.08.07CHFForeign Currency Reserves,8/7/17 8:00,FALSE,Foreign Currency Reserves,CHF,1," ",694B
2017.08.07CHFCPI m m,8/7/17 8:15,FALSE,CPI m/m,CHF,2,-0.3%,-0.1%
2017.08.07GBPHalifax HPI m m,8/7/17 8:30,FALSE,Halifax HPI m/m,GBP,2,0.3%,-0.9%
2017.08.07EURSentix Investor Confidence,8/7/17 9:30,FALSE,Sentix Investor Confidence,EUR,1,27.8,28.3
2017.08.07USDFOMC Member Kashkari Speaks,8/7/17 18:25,FALSE,FOMC Member Kashkari Speaks,USD,2," "," "
2017.08.07USDConsumer Credit m m,8/7/17 20:00,FALSE,Consumer Credit m/m,USD,1,15.6B,18.3B

