Id,Date,All Day,Title,Symbol,Impact,Forecast,Previous
2018.11.14AUDWage Price Index q q,11/14/18 0:30,FALSE,Wage Price Index q/q,AUD,3,0.6%,0.5%
2018.11.14CNYFixed Asset Investment ytd y,11/14/18 2:00,FALSE,Fixed Asset Investment ytd/y,CNY,2,5.5%,5.4%
2018.11.14CNYIndustrial Production y y,11/14/18 2:00,FALSE,Industrial Production y/y,CNY,2,5.8%,5.8%
2018.11.14CNYRetail Sales y y,11/14/18 2:00,FALSE,Retail Sales y/y,CNY,1,9.2%,9.2%
2018.11.14CNYUnemployment Rate,11/14/18 2:00,FALSE,Unemployment Rate,CNY,1," ",4.9%
2018.11.14JPYTertiary Industry Activity m m,11/14/18 4:30,FALSE,Tertiary Industry Activity m/m,JPY,1,-0.4%,0.4%
2018.11.14JPYRevised Industrial Production m m,11/14/18 4:32,FALSE,Revised Industrial Production m/m,JPY,1,-1.1%,-1.1%
2018.11.14EURGerman Prelim GDP q q,11/14/18 7:00,FALSE,German Prelim GDP q/q,EUR,3,-0.1%,0.5%
2018.11.14EURFrench Final CPI m m,11/14/18 7:45,FALSE,French Final CPI m/m,EUR,1,0.1%,0.1%
2018.11.14GBPCPI y y,11/14/18 9:30,FALSE,CPI y/y,GBP,3,2.5%,2.4%
2018.11.14GBPCore CPI y y,11/14/18 9:30,FALSE,Core CPI y/y,GBP,1,1.9%,1.9%
2018.11.14GBPHPI y y,11/14/18 9:30,FALSE,HPI y/y,GBP,1,3.3%,3.1%
2018.11.14GBPPPI Input m m,11/14/18 9:30,FALSE,PPI Input m/m,GBP,2,0.6%,1.4%
2018.11.14GBPPPI Output m m,11/14/18 9:30,FALSE,PPI Output m/m,GBP,1,0.2%,0.4%
2018.11.14GBPRPI y y,11/14/18 9:30,FALSE,RPI y/y,GBP,2,3.4%,3.3%
2018.11.14EURFlash Employment Change q q,11/14/18 10:00,FALSE,Flash Employment Change q/q,EUR,1," ",0.4%
2018.11.14EURFlash GDP q q,11/14/18 10:00,FALSE,Flash GDP q/q,EUR,2,0.2%,0.2%
2018.11.14EURIndustrial Production m m,11/14/18 10:00,FALSE,Industrial Production m/m,EUR,1,-0.4%,1.1%
2018.11.14EURGerman 30-y Bond Auction,11/14/18 10:33,FALSE,German 30-y Bond Auction,EUR,1," ",1.04|1.4
2018.11.14USDCPI m m,11/14/18 13:30,FALSE,CPI m/m,USD,3,0.3%,0.1%
2018.11.14USDCPI y y,11/14/18 13:30,FALSE,CPI y/y,USD,3,2.5%,2.3%
2018.11.14USDCore CPI m m,11/14/18 13:30,FALSE,Core CPI m/m,USD,3,0.2%,0.1%
2018.11.14USDFOMC Member Quarles Speaks,11/14/18 15:00,FALSE,FOMC Member Quarles Speaks,USD,2," "," "
2018.11.14USDFed Chair Powell Speaks,11/14/18 23:00,FALSE,Fed Chair Powell Speaks,USD,3," "," "

