Id,Date,All Day,Title,Symbol,Impact,Forecast,Previous
2023.01.27NZDANZ Business Confidence,1/27/23 0:00,FALSE,ANZ Business Confidence,NZD,1," ",-70.2
2023.01.27AUDImport Prices q q,1/27/23 0:30,FALSE,Import Prices q/q,AUD,1,1.3%,3.0%
2023.01.27AUDPPI q q,1/27/23 0:30,FALSE,PPI q/q,AUD,1,1.7%,1.9%
2023.01.27EURSpanish Flash GDP q q,1/27/23 8:00,FALSE,Spanish Flash GDP q/q,EUR,1,0.1%,0.1%
2023.01.27EURM3 Money Supply y y,1/27/23 9:00,FALSE,M3 Money Supply y/y,EUR,1,4.6%,4.8%
2023.01.27EURPrivate Loans y y,1/27/23 9:00,FALSE,Private Loans y/y,EUR,1,4.1%,4.1%
2023.01.27USDCore PCE Price Index m m,1/27/23 13:30,FALSE,Core PCE Price Index m/m,USD,3,0.3%,0.2%
2023.01.27USDPersonal Income m m,1/27/23 13:30,FALSE,Personal Income m/m,USD,1,0.2%,0.3%
2023.01.27USDPersonal Spending m m,1/27/23 13:30,FALSE,Personal Spending m/m,USD,1,-0.1%,-0.1%
2023.01.27USDPending Home Sales m m,1/27/23 15:00,FALSE,Pending Home Sales m/m,USD,2,-1.0%,-2.6%
2023.01.27USDRevised UoM Consumer Sentiment,1/27/23 15:00,FALSE,Revised UoM Consumer Sentiment,USD,2,64.6,64.6
2023.01.27USDRevised UoM Inflation Expectations,1/27/23 15:00,FALSE,Revised UoM Inflation Expectations,USD,1," ",4.0%

