Id,Date,All Day,Title,Symbol,Impact,Forecast,Previous
2011.07.13AUDWestpac Consumer Sentiment,7/13/11 1:30,FALSE,Westpac Consumer Sentiment,AUD,2,,-2.6%
2011.07.13CNYFixed Asset Investment ytd y,7/13/11 3:00,FALSE,Fixed Asset Investment ytd/y,CNY,2,25.7%,25.8%
2011.07.13CNYGDP q y,7/13/11 3:00,FALSE,GDP q/y,CNY,3,9.5%,9.7%
2011.07.13CNYIndustrial Production y y,7/13/11 3:00,FALSE,Industrial Production y/y,CNY,2,13.2%,13.3%
2011.07.13CNYNBS Press Conference,7/13/11 3:00,FALSE,NBS Press Conference,CNY,2,,
2011.07.13CNYRetail Sales y y,7/13/11 3:00,FALSE,Retail Sales y/y,CNY,1,17.0%,16.9%
2011.07.13JPYRevised Industrial Production m m,7/13/11 5:30,FALSE,Revised Industrial Production m/m,JPY,1,5.7%,5.7%
2011.07.13JPYBOJ Monthly Report,7/13/11 6:00,FALSE,BOJ Monthly Report,JPY,2,,
2011.07.13EURGerman WPI m m,7/13/11 7:00,FALSE,German WPI m/m,EUR,1,-0.3%,0.0%
2011.07.13CHFPPI m m,7/13/11 8:15,FALSE,PPI m/m,CHF,2,-0.3%,-0.2%
2011.07.13GBPAverage Earnings Index 3m y,7/13/11 9:30,FALSE,Average Earnings Index 3m/y,GBP,2,2.0%,2.0%
2011.07.13GBPClaimant Count Change,7/13/11 9:30,FALSE,Claimant Count Change,GBP,3,15.1K,22.5K
2011.07.13GBPUnemployment Rate,7/13/11 9:30,FALSE,Unemployment Rate,GBP,1,7.7%,7.7%
2011.07.13EURIndustrial Production m m,7/13/11 10:00,FALSE,Industrial Production m/m,EUR,2,0.5%,0.2%
2011.07.13EURGerman 10-y Bond Auction,7/13/11 10:08,FALSE,German 10-y Bond Auction,EUR,2,,2.96|1.6
2011.07.13USDImport Prices m m,7/13/11 13:30,FALSE,Import Prices m/m,USD,2,-0.7%,0.1%
2011.07.13USDFed Chairman Bernanke Testifies,7/13/11 15:00,FALSE,Fed Chairman Bernanke Testifies,USD,3,,
2011.07.13USDFed Monetary Policy Report,7/13/11 15:00,FALSE,Fed Monetary Policy Report,USD,1,,
2011.07.13USDCrude Oil Inventories,7/13/11 15:30,FALSE,Crude Oil Inventories,USD,2,-2.3M,-0.9M
2011.07.13USD10-y Bond Auction,7/13/11 18:00,FALSE,10-y Bond Auction,USD,2,,2.97|3.2
2011.07.13USDFederal Budget Balance,7/13/11 19:00,FALSE,Federal Budget Balance,USD,2,-68.0B,-57.6B
2011.07.13NZDBusinessNZ Manufacturing Index,7/13/11 23:24,FALSE,BusinessNZ Manufacturing Index,NZD,1,,54.7
2011.07.13NZDGDP q q,7/13/11 23:45,FALSE,GDP q/q,NZD,3,0.3%,0.5%

