Id,Date,All Day,Title,Symbol,Impact,Forecast,Previous
2018.06.27NZDANZ Business Confidence,6/27/18 2:00,FALSE,ANZ Business Confidence,NZD,3," ",-27.2
2018.06.27GBPNationwide HPI m m,6/27/18 6:58,FALSE,Nationwide HPI m/m,GBP,1,0.3%,-0.2%
2018.06.27CHFCredit Suisse Economic Expectations,6/27/18 9:00,FALSE,Credit Suisse Economic Expectations,CHF,2," ",28.0
2018.06.27EURM3 Money Supply y y,6/27/18 9:00,FALSE,M3 Money Supply y/y,EUR,2,3.8%,3.8%
2018.06.27EURPrivate Loans y y,6/27/18 9:00,FALSE,Private Loans y/y,EUR,1,3.0%,2.9%
2018.06.27GBPBOE Financial Stability Report,6/27/18 10:30,FALSE,BOE Financial Stability Report,GBP,2," "," "
2018.06.27GBPFPC Statement,6/27/18 10:30,FALSE,FPC Statement,GBP,1," "," "
2018.06.27GBPBOE Gov Carney Speaks,6/27/18 11:00,FALSE,BOE Gov Carney Speaks,GBP,3," "," "
2018.06.27GBPCBI Realized Sales,6/27/18 11:00,FALSE,CBI Realized Sales,GBP,1,10,11
2018.06.27USDCore Durable Goods Orders m m,6/27/18 13:30,FALSE,Core Durable Goods Orders m/m,USD,3,0.5%,1.9%
2018.06.27USDDurable Goods Orders m m,6/27/18 13:30,FALSE,Durable Goods Orders m/m,USD,2,-0.9%,-1.6%
2018.06.27USDGoods Trade Balance,6/27/18 13:30,FALSE,Goods Trade Balance,USD,1,-68.9B,-67.3B
2018.06.27USDPrelim Wholesale Inventories m m,6/27/18 13:30,FALSE,Prelim Wholesale Inventories m/m,USD,1,0.2%,0.1%
2018.06.27CHFSNB Quarterly Bulletin,6/27/18 14:00,FALSE,SNB Quarterly Bulletin,CHF,1," "," "
2018.06.27CNYCB Leading Index m m,6/27/18 14:00,FALSE,CB Leading Index m/m,CNY,1," ",1.6%
2018.06.27USDPending Home Sales m m,6/27/18 15:00,FALSE,Pending Home Sales m/m,USD,1,0.4%,-1.3%
2018.06.27USDCrude Oil Inventories,6/27/18 15:30,FALSE,Crude Oil Inventories,USD,3,-2.4M,-5.9M
2018.06.27USDFOMC Member Quarles Speaks,6/27/18 16:00,FALSE,FOMC Member Quarles Speaks,USD,2," "," "
2018.06.27CADBOC Gov Poloz Speaks,6/27/18 20:00,FALSE,BOC Gov Poloz Speaks,CAD,3," "," "
2018.06.27NZDOfficial Cash Rate,6/27/18 22:00,FALSE,Official Cash Rate,NZD,3,1.75%,1.75%
2018.06.27NZDRBNZ Rate Statement,6/27/18 22:00,FALSE,RBNZ Rate Statement,NZD,3," "," "

