Id,Date,All Day,Title,Symbol,Impact,Forecast,Previous
2015.07.08GBPBRC Shop Price Index y y,7/8/15 0:01,FALSE,BRC Shop Price Index y/y,GBP,1," ",-1.9%
2015.07.08JPYBank Lending y y,7/8/15 0:50,FALSE,Bank Lending y/y,JPY,1," ",2.6%
2015.07.08JPYCurrent Account,7/8/15 0:50,FALSE,Current Account,JPY,2,1.39T,1.27T
2015.07.08JPYEconomy Watchers Sentiment,7/8/15 6:00,FALSE,Economy Watchers Sentiment,JPY,1,53.2,53.3
2015.07.08GBPHalifax HPI m m,7/8/15 8:00,FALSE,Halifax HPI m/m,GBP,2,0.2%,0.3%
2015.07.08GBPFPC Meeting Minutes,7/8/15 9:30,FALSE,FPC Meeting Minutes,GBP,1," "," "
2015.07.08GBPAnnual Budget Release,7/8/15 12:30,FALSE,Annual Budget Release,GBP,3," "," "
2015.07.08CADBuilding Permits m m,7/8/15 13:30,FALSE,Building Permits m/m,CAD,3,-5.2%,12.1%
2015.07.08USDCrude Oil Inventories,7/8/15 15:30,FALSE,Crude Oil Inventories,USD,2,-0.6M,2.4M
2015.07.08USD10-y Bond Auction,7/8/15 18:01,FALSE,10-y Bond Auction,USD,1," ",2.46|2.7
2015.07.08USDFOMC Meeting Minutes,7/8/15 19:00,FALSE,FOMC Meeting Minutes,USD,3," "," "
2015.07.08USDFOMC Member Williams Speaks,7/8/15 19:00,FALSE,FOMC Member Williams Speaks,USD,2," "," "
2015.07.08USDConsumer Credit m m,7/8/15 20:00,FALSE,Consumer Credit m/m,USD,1,18.5B,21.4B

