Id,Date,All Day,Title,Symbol,Impact,Forecast,Previous
2017.07.04USDBank Holiday,7/4/17 0:00,TRUE,Bank Holiday,USD,4," "," "
2017.07.04JPYMonetary Base y y,7/4/17 0:50,FALSE,Monetary Base y/y,JPY,1,19.2%,19.4%
2017.07.04AUDRetail Sales m m,7/4/17 2:30,FALSE,Retail Sales m/m,AUD,3,0.2%,1.0%
2017.07.04JPY10-y Bond Auction,7/4/17 4:45,FALSE,10-y Bond Auction,JPY,1," ",0.05|3.6
2017.07.04AUDCash Rate,7/4/17 5:30,FALSE,Cash Rate,AUD,2,1.50%,1.50%
2017.07.04AUDRBA Rate Statement,7/4/17 5:30,FALSE,RBA Rate Statement,AUD,3," "," "
2017.07.04JPYBOJ Core CPI y y,7/4/17 6:00,FALSE,BOJ Core CPI y/y,JPY,1,0.3%,0.2%
2017.07.04EURSpanish Unemployment Change,7/4/17 8:00,FALSE,Spanish Unemployment Change,EUR,2,-120.3K,-111.9K
2017.07.04GBPConstruction PMI,7/4/17 9:30,FALSE,Construction PMI,GBP,3,55.0,56.0
2017.07.04GBPFPC Meeting Minutes,7/4/17 9:30,FALSE,FPC Meeting Minutes,GBP,1," "," "
2017.07.04EURPPI m m,7/4/17 10:00,FALSE,PPI m/m,EUR,1,-0.2%,0.0%
2017.07.04CADManufacturing PMI,7/4/17 14:30,FALSE,Manufacturing PMI,CAD,1," ",55.1
2017.07.04NZDGDT Price Index,7/4/17 15:51,FALSE,GDT Price Index,NZD,2," ",-0.8%

