Id,Date,All Day,Title,Symbol,Impact,Forecast,Previous
2013.12.24AUDBank Holiday,12/24/13 0:00,TRUE,Bank Holiday,AUD,4," "," "
2013.12.24EURGerman Bank Holiday,12/24/13 0:00,TRUE,German Bank Holiday,EUR,4," "," "
2013.12.24NZDBank Holiday,12/24/13 0:00,TRUE,Bank Holiday,NZD,4," "," "
2013.12.24JPYBOJ Monthly Report,12/24/13 5:00,FALSE,BOJ Monthly Report,JPY,1," "," "
2013.12.24EURFrench Consumer Spending m m,12/24/13 7:45,FALSE,French Consumer Spending m/m,EUR,2,0.3%,-0.1%
2013.12.24GBPHigh Street Lending,12/24/13 9:30,FALSE,High Street Lending,GBP,2,44.5K,43.3K
2013.12.24USDCore Durable Goods Orders m m,12/24/13 13:30,FALSE,Core Durable Goods Orders m/m,USD,3,0.9%,0.4%
2013.12.24USDDurable Goods Orders m m,12/24/13 13:30,FALSE,Durable Goods Orders m/m,USD,2,1.7%,-1.6%
2013.12.24USDHPI m m,12/24/13 14:00,FALSE,HPI m/m,USD,1,0.5%,0.2%
2013.12.24USDRichmond Manufacturing Index,12/24/13 14:59,FALSE,Richmond Manufacturing Index,USD,1,15,13
2013.12.24USDNew Home Sales,12/24/13 15:00,FALSE,New Home Sales,USD,3,449K,474K
2013.12.24JPYSPPI y y,12/24/13 23:50,FALSE,SPPI y/y,JPY,1,0.8%,0.8%

