Id,Date,All Day,Title,Symbol,Impact,Forecast,Previous
2016.06.15AUDWestpac Consumer Sentiment,6/15/16 1:30,FALSE,Westpac Consumer Sentiment,AUD,1," ",8.5%
2016.06.15EURFrench Final CPI m m,6/15/16 7:45,FALSE,French Final CPI m/m,EUR,1,0.4%,0.4%
2016.06.15CNYM2 Money Supply y y,6/15/16 9:02,FALSE,M2 Money Supply y/y,CNY,1,12.6%,12.8%
2016.06.15CNYNew Loans,6/15/16 9:02,FALSE,New Loans,CNY,1,750B,556B
2016.06.15GBPAverage Earnings Index 3m y,6/15/16 9:30,FALSE,Average Earnings Index 3m/y,GBP,3,1.7%,2.0%
2016.06.15GBPClaimant Count Change,6/15/16 9:30,FALSE,Claimant Count Change,GBP,3,-0.1K,6.4K
2016.06.15GBPUnemployment Rate,6/15/16 9:30,FALSE,Unemployment Rate,GBP,2,5.1%,5.1%
2016.06.15EURTrade Balance,6/15/16 10:00,FALSE,Trade Balance,EUR,1,21.6B,23.7B
2016.06.15EURGerman 10-y Bond Auction,6/15/16 10:33,FALSE,German 10-y Bond Auction,EUR,1," ",0.14|1.3
2016.06.15CADManufacturing Sales m m,6/15/16 13:30,FALSE,Manufacturing Sales m/m,CAD,3,0.7%,-0.9%
2016.06.15USDCore PPI m m,6/15/16 13:30,FALSE,Core PPI m/m,USD,2,0.1%,0.1%
2016.06.15USDEmpire State Manufacturing Index,6/15/16 13:30,FALSE,Empire State Manufacturing Index,USD,2,-3.4,-9.0
2016.06.15USDPPI m m,6/15/16 13:30,FALSE,PPI m/m,USD,3,0.3%,0.2%
2016.06.15USDCapacity Utilization Rate,6/15/16 14:15,FALSE,Capacity Utilization Rate,USD,2,75.2%,75.3%
2016.06.15USDIndustrial Production m m,6/15/16 14:15,FALSE,Industrial Production m/m,USD,2,-0.2%,0.6%
2016.06.15EURGerman Buba President Weidmann Speaks,6/15/16 15:00,FALSE,German Buba President Weidmann Speaks,EUR,2," "," "
2016.06.15NZDGDT Price Index,6/15/16 15:12,FALSE,GDT Price Index,NZD,3," ",3.4%
2016.06.15USDCrude Oil Inventories,6/15/16 15:30,FALSE,Crude Oil Inventories,USD,3,0.3M,-3.2M
2016.06.15USDFOMC Economic Projections,6/15/16 19:00,FALSE,FOMC Economic Projections,USD,3," "," "
2016.06.15USDFOMC Statement,6/15/16 19:00,FALSE,FOMC Statement,USD,3," "," "
2016.06.15USDFederal Funds Rate,6/15/16 19:00,FALSE,Federal Funds Rate,USD,3,0.50%,0.50%
2016.06.15USDFOMC Press Conference,6/15/16 19:30,FALSE,FOMC Press Conference,USD,3," "," "
2016.06.15USDTIC Long-Term Purchases,6/15/16 21:00,FALSE,TIC Long-Term Purchases,USD,1,30.2B,78.1B
2016.06.15NZDGDP q q,6/15/16 23:45,FALSE,GDP q/q,NZD,3,0.5%,0.9%

