Id,Date,All Day,Title,Symbol,Impact,Forecast,Previous
2018.02.01USDTotal Vehicle Sales,2/1/18 0:00,TRUE,Total Vehicle Sales,USD,1,17.2M,17.9M
2018.02.01USDWards Total Vehicle Sales,2/1/18 0:00,TRUE,Wards Total Vehicle Sales,USD,1,17.2M,17.8M
2018.02.01AUDBuilding Approvals m m,2/1/18 0:30,FALSE,Building Approvals m/m,AUD,2,-7.9%,12.6%
2018.02.01AUDImport Prices q q,2/1/18 0:30,FALSE,Import Prices q/q,AUD,1,1.5%,-1.6%
2018.02.01JPYFinal Manufacturing PMI,2/1/18 0:30,FALSE,Final Manufacturing PMI,JPY,1,54.4,54.4
2018.02.01CNYCaixin Manufacturing PMI,2/1/18 1:45,FALSE,Caixin Manufacturing PMI,CNY,2,51.5,51.5
2018.02.01JPY10-y Bond Auction,2/1/18 3:45,FALSE,10-y Bond Auction,JPY,1," ",0.08|3.7
2018.02.01AUDCommodity Prices y y,2/1/18 5:30,FALSE,Commodity Prices y/y,AUD,1," ",-6.0%
2018.02.01CHFSECO Consumer Climate,2/1/18 6:45,FALSE,SECO Consumer Climate,CHF,1,2,-2
2018.02.01GBPNationwide HPI m m,2/1/18 6:55,FALSE,Nationwide HPI m/m,GBP,1,0.2%,0.6%
2018.02.01CHFRetail Sales y y,2/1/18 8:15,FALSE,Retail Sales y/y,CHF,1,1.5%,0.3%
2018.02.01EURSpanish Manufacturing PMI,2/1/18 8:15,FALSE,Spanish Manufacturing PMI,EUR,1,55.7,55.8
2018.02.01CHFManufacturing PMI,2/1/18 8:30,FALSE,Manufacturing PMI,CHF,1,64.1,65.2
2018.02.01EURItalian Manufacturing PMI,2/1/18 8:45,FALSE,Italian Manufacturing PMI,EUR,1,57.7,57.4
2018.02.01EURFrench Final Manufacturing PMI,2/1/18 8:50,FALSE,French Final Manufacturing PMI,EUR,1,58.1,58.1
2018.02.01EURGerman Final Manufacturing PMI,2/1/18 8:55,FALSE,German Final Manufacturing PMI,EUR,1,61.2,61.2
2018.02.01EURFinal Manufacturing PMI,2/1/18 9:00,FALSE,Final Manufacturing PMI,EUR,1,59.6,59.6
2018.02.01GBPFinal Manufacturing PMI,2/1/18 9:30,FALSE,Final Manufacturing PMI,GBP,3,56.5,56.2
2018.02.01EURFrench 10-y Bond Auction,2/1/18 10:00,FALSE,French 10-y Bond Auction,EUR,1," ",0.79|1.4
2018.02.01USDChallenger Job Cuts y y,2/1/18 12:30,FALSE,Challenger Job Cuts y/y,USD,1," ",-3.6%
2018.02.01USDPrelim Nonfarm Productivity q q,2/1/18 13:30,FALSE,Prelim Nonfarm Productivity q/q,USD,2,0.8%,2.7%
2018.02.01USDPrelim Unit Labor Costs q q,2/1/18 13:30,FALSE,Prelim Unit Labor Costs q/q,USD,2,0.9%,-0.2%
2018.02.01USDUnemployment Claims,2/1/18 13:30,FALSE,Unemployment Claims,USD,2,237K,231K
2018.02.01CADManufacturing PMI,2/1/18 14:30,FALSE,Manufacturing PMI,CAD,1," ",54.7
2018.02.01USDFinal Manufacturing PMI,2/1/18 14:45,FALSE,Final Manufacturing PMI,USD,1,55.5,55.5
2018.02.01USDConstruction Spending m m,2/1/18 15:00,FALSE,Construction Spending m/m,USD,1,0.4%,0.6%
2018.02.01USDISM Manufacturing PMI,2/1/18 15:00,FALSE,ISM Manufacturing PMI,USD,3,58.7,59.7
2018.02.01USDISM Manufacturing Prices,2/1/18 15:00,FALSE,ISM Manufacturing Prices,USD,1,68.3,69.0
2018.02.01USDNatural Gas Storage,2/1/18 15:30,FALSE,Natural Gas Storage,USD,1,-102B,-288B
2018.02.01NZDBuilding Consents m m,2/1/18 21:45,FALSE,Building Consents m/m,NZD,1," ",9.6%
2018.02.01NZDVisitor Arrivals m m,2/1/18 21:45,FALSE,Visitor Arrivals m/m,NZD,1," ",2.5%
2018.02.01JPYMonetary Base y y,2/1/18 23:50,FALSE,Monetary Base y/y,JPY,1,11.0%,11.2%

