Id,Date,All Day,Title,Symbol,Impact,Forecast,Previous
2018.04.09JPYCurrent Account,4/9/18 0:50,FALSE,Current Account,JPY,1,1.39T,2.02T
2018.04.09JPYConsumer Confidence,4/9/18 6:03,FALSE,Consumer Confidence,JPY,1,44.6,44.3
2018.04.09CHFUnemployment Rate,4/9/18 6:45,FALSE,Unemployment Rate,CHF,1,2.9%,2.9%
2018.04.09EURGerman Trade Balance,4/9/18 7:00,FALSE,German Trade Balance,EUR,1,23.1B,21.5B
2018.04.09JPYEconomy Watchers Sentiment,4/9/18 7:00,FALSE,Economy Watchers Sentiment,JPY,1,48.1,48.6
2018.04.09GBPHalifax HPI m m,4/9/18 8:30,FALSE,Halifax HPI m/m,GBP,2,0.1%,0.5%
2018.04.09EURSentix Investor Confidence,4/9/18 9:30,FALSE,Sentix Investor Confidence,EUR,1,21.2,24.0
2018.04.09CADBOC Business Outlook Survey,4/9/18 15:30,FALSE,BOC Business Outlook Survey,CAD,3," "," "
2018.04.09NZDNZIER Business Confidence,4/9/18 23:00,FALSE,NZIER Business Confidence,NZD,2," ",-12

