Id,Date,All Day,Title,Symbol,Impact,Forecast,Previous
2016.08.31JPYPrelim Industrial Production m m,8/31/16 0:50,FALSE,Prelim Industrial Production m/m,JPY,1,0.7%,2.3%
2016.08.31AUDRBA Deputy Gov Debelle Speaks,8/31/16 2:00,FALSE,RBA Deputy Gov Debelle Speaks,AUD,2," "," "
2016.08.31NZDANZ Business Confidence,8/31/16 2:00,FALSE,ANZ Business Confidence,NZD,2," ",16.0
2016.08.31AUDPrivate Sector Credit m m,8/31/16 2:30,FALSE,Private Sector Credit m/m,AUD,1,0.4%,0.2%
2016.08.31JPYHousing Starts y y,8/31/16 6:00,FALSE,Housing Starts y/y,JPY,1,7.6%,-2.5%
2016.08.31CHFUBS Consumption Indicator,8/31/16 7:00,FALSE,UBS Consumption Indicator,CHF,1," ",1.21
2016.08.31EURGerman Retail Sales m m,8/31/16 7:00,FALSE,German Retail Sales m/m,EUR,2,0.5%,-0.6%
2016.08.31GBPNationwide HPI m m,8/31/16 7:00,FALSE,Nationwide HPI m/m,GBP,1,-0.1%,0.5%
2016.08.31EURFrench Consumer Spending m m,8/31/16 7:45,FALSE,French Consumer Spending m/m,EUR,1,0.3%,-0.8%
2016.08.31EURFrench Prelim CPI m m,8/31/16 7:45,FALSE,French Prelim CPI m/m,EUR,1,0.4%,-0.4%
2016.08.31EURGerman Unemployment Change,8/31/16 8:55,FALSE,German Unemployment Change,EUR,2,-2K,-7K
2016.08.31EURItalian Monthly Unemployment Rate,8/31/16 9:00,FALSE,Italian Monthly Unemployment Rate,EUR,1,11.5%,11.6%
2016.08.31EURCPI Flash Estimate y y,8/31/16 10:00,FALSE,CPI Flash Estimate y/y,EUR,2,0.3%,0.2%
2016.08.31EURCore CPI Flash Estimate y y,8/31/16 10:00,FALSE,Core CPI Flash Estimate y/y,EUR,2,0.9%,0.9%
2016.08.31EURItalian Prelim CPI m m,8/31/16 10:00,FALSE,Italian Prelim CPI m/m,EUR,1,0.1%,0.2%
2016.08.31EURUnemployment Rate,8/31/16 10:00,FALSE,Unemployment Rate,EUR,1,10.0%,10.1%
2016.08.31USDADP Non-Farm Employment Change,8/31/16 13:15,FALSE,ADP Non-Farm Employment Change,USD,3,174K,194K
2016.08.31CADGDP m m,8/31/16 13:30,FALSE,GDP m/m,CAD,3,0.4%,-0.6%
2016.08.31USDChicago PMI,8/31/16 14:45,FALSE,Chicago PMI,USD,2,54.1,55.8
2016.08.31USDPending Home Sales m m,8/31/16 15:00,FALSE,Pending Home Sales m/m,USD,2,0.7%,-0.8%
2016.08.31USDCrude Oil Inventories,8/31/16 15:30,FALSE,Crude Oil Inventories,USD,3,1.1M,2.5M
2016.08.31NZDOverseas Trade Index q q,8/31/16 23:45,FALSE,Overseas Trade Index q/q,NZD,2,-1.4%,4.1%

