Id,Date,All Day,Title,Symbol,Impact,Forecast,Previous
2015.03.10EURECOFIN Meetings,3/10/15 0:00,TRUE,ECOFIN Meetings,EUR,2," "," "
2015.03.10JPYM2 Money Stock y y,3/10/15 0:50,FALSE,M2 Money Stock y/y,JPY,1,3.5%,3.4%
2015.03.10GBPBRC Retail Sales Monitor y y,3/10/15 1:01,FALSE,BRC Retail Sales Monitor y/y,GBP,1," ",0.2%
2015.03.10AUDNAB Business Confidence,3/10/15 1:30,FALSE,NAB Business Confidence,AUD,3," ",4
2015.03.10CNYCPI y y,3/10/15 2:30,FALSE,CPI y/y,CNY,3,1.0%,0.8%
2015.03.10CNYPPI y y,3/10/15 2:30,FALSE,PPI y/y,CNY,2,-4.3%,-4.3%
2015.03.10JPYPrelim Machine Tool Orders y y,3/10/15 7:00,FALSE,Prelim Machine Tool Orders y/y,JPY,1," ",20.4%
2015.03.10CHFUnemployment Rate,3/10/15 7:45,FALSE,Unemployment Rate,CHF,1,3.2%,3.2%
2015.03.10EURFrench Industrial Production m m,3/10/15 8:45,FALSE,French Industrial Production m/m,EUR,2,-0.2%,1.4%
2015.03.10EURItalian Industrial Production m m,3/10/15 10:00,FALSE,Italian Industrial Production m/m,EUR,1,0.2%,0.4%
2015.03.10USDNFIB Small Business Index,3/10/15 14:00,FALSE,NFIB Small Business Index,USD,1,99.2,97.9
2015.03.10USDFinal Wholesale Inventories m m,3/10/15 15:00,FALSE,Final Wholesale Inventories m/m,USD,1,0.0%,0.0%
2015.03.10USDJOLTS Job Openings,3/10/15 15:00,FALSE,JOLTS Job Openings,USD,2,5.04M,4.88M
2015.03.10GBPBOE Gov Carney Speaks,3/10/15 15:35,FALSE,BOE Gov Carney Speaks,GBP,3," "," "
2015.03.10GBPMPC Member McCafferty Speaks,3/10/15 19:30,FALSE,MPC Member McCafferty Speaks,GBP,2," "," "
2015.03.10AUDRBA Assist Gov Kent Speaks,3/10/15 23:05,FALSE,RBA Assist Gov Kent Speaks,AUD,2," "," "

