Id,Date,All Day,Title,Symbol,Impact,Forecast,Previous
2012.09.07AUDAIG Construction Index,9/7/12 0:30,FALSE,AIG Construction Index,AUD,1," ",32.6
2012.09.07AUDTrade Balance,9/7/12 2:30,FALSE,Trade Balance,AUD,3,-0.30B,-0.23B
2012.09.07JPYLeading Indicators,9/7/12 6:00,FALSE,Leading Indicators,JPY,1,91.7%,93.2%
2012.09.07CHFUnemployment Rate,9/7/12 6:45,FALSE,Unemployment Rate,CHF,1,2.9%,2.9%
2012.09.07EURGerman Trade Balance,9/7/12 7:00,FALSE,German Trade Balance,EUR,1,15.5B,16.3B
2012.09.07EURFrench Gov Budget Balance,9/7/12 7:45,FALSE,French Gov Budget Balance,EUR,1," ",-56.7B
2012.09.07EURFrench Trade Balance,9/7/12 7:45,FALSE,French Trade Balance,EUR,1,-5.7B,-6.1B
2012.09.07CHFForeign Currency Reserves,9/7/12 8:00,FALSE,Foreign Currency Reserves,CHF,3," ",409B
2012.09.07GBPConsumer Inflation Expectations,9/7/12 9:30,FALSE,Consumer Inflation Expectations,GBP,2," ",3.7%
2012.09.07GBPIndustrial Production m m,9/7/12 9:30,FALSE,Industrial Production m/m,GBP,1,1.6%,-2.4%
2012.09.07GBPManufacturing Production m m,9/7/12 9:30,FALSE,Manufacturing Production m/m,GBP,3,2.1%,-2.9%
2012.09.07GBPPPI Input m m,9/7/12 9:30,FALSE,PPI Input m/m,GBP,3,1.6%,0.4%
2012.09.07GBPPPI Output m m,9/7/12 9:30,FALSE,PPI Output m/m,GBP,1,0.2%,0.1%
2012.09.07EURGerman Industrial Production m m,9/7/12 11:00,FALSE,German Industrial Production m/m,EUR,2,0.1%,-0.4%
2012.09.07CADBuilding Permits m m,9/7/12 13:30,FALSE,Building Permits m/m,CAD,3,-1.5%,0.0%
2012.09.07CADEmployment Change,9/7/12 13:30,FALSE,Employment Change,CAD,3,9.9K,-30.4K
2012.09.07CADLabor Productivity q q,9/7/12 13:30,FALSE,Labor Productivity q/q,CAD,2,0.0%,0.0%
2012.09.07CADUnemployment Rate,9/7/12 13:30,FALSE,Unemployment Rate,CAD,3,7.3%,7.3%
2012.09.07USDAverage Hourly Earnings m m,9/7/12 13:30,FALSE,Average Hourly Earnings m/m,USD,2,0.2%,0.1%
2012.09.07USDNon-Farm Employment Change,9/7/12 13:30,FALSE,Non-Farm Employment Change,USD,3,123K,141K
2012.09.07USDUnemployment Rate,9/7/12 13:30,FALSE,Unemployment Rate,USD,3,8.3%,8.3%
2012.09.07CADIvey PMI,9/7/12 15:00,FALSE,Ivey PMI,CAD,3,61.2,62.8
2012.09.07GBPNIESR GDP Estimate,9/7/12 15:00,FALSE,NIESR GDP Estimate,GBP,2," ",0.3%
2012.09.07CADBOC Gov Carney Speaks,9/7/12 16:40,FALSE,BOC Gov Carney Speaks,CAD,2," "," "

