Id,Date,All Day,Title,Symbol,Impact,Forecast,Previous
2013.07.11JPYCore Machinery Orders m m,7/11/13 0:50,FALSE,Core Machinery Orders m/m,JPY,2,1.9%,-8.8%
2013.07.11AUDMI Inflation Expectations,7/11/13 2:00,FALSE,MI Inflation Expectations,AUD,2," ",2.3%
2013.07.11AUDEmployment Change,7/11/13 2:30,FALSE,Employment Change,AUD,3,0.3K,-0.7K
2013.07.11AUDUnemployment Rate,7/11/13 2:30,FALSE,Unemployment Rate,AUD,3,5.6%,5.6%
2013.07.11JPYMonetary Policy Statement,7/11/13 3:48,FALSE,Monetary Policy Statement,JPY,3," "," "
2013.07.11EURGerman WPI m m,7/11/13 7:00,FALSE,German WPI m/m,EUR,1,0.3%,-0.4%
2013.07.11EURFrench Final CPI m m,7/11/13 7:45,FALSE,French Final CPI m/m,EUR,1,0.1%,0.1%
2013.07.11JPYBOJ Press Conference,7/11/13 8:38,FALSE,BOJ Press Conference,JPY,3," "," "
2013.07.11EURECB Monthly Bulletin,7/11/13 9:00,FALSE,ECB Monthly Bulletin,EUR,2," "," "
2013.07.11EURGerman Buba President Weidmann Speaks,7/11/13 9:00,FALSE,German Buba President Weidmann Speaks,EUR,2," "," "
2013.07.11GBPMPC Member Miles Speaks,7/11/13 9:30,FALSE,MPC Member Miles Speaks,GBP,2," "," "
2013.07.11GBP30-y Bond Auction,7/11/13 10:42,FALSE,30-y Bond Auction,GBP,1," ",3.29|2.0
2013.07.11CADNHPI m m,7/11/13 13:30,FALSE,NHPI m/m,CAD,2,0.3%,0.2%
2013.07.11USDImport Prices m m,7/11/13 13:30,FALSE,Import Prices m/m,USD,2,0.1%,-0.7%
2013.07.11USDUnemployment Claims,7/11/13 13:30,FALSE,Unemployment Claims,USD,3,342K,344K
2013.07.11USDNatural Gas Storage,7/11/13 15:30,FALSE,Natural Gas Storage,USD,1,80B,72B
2013.07.11USDFOMC Member Tarullo Speaks,7/11/13 16:00,FALSE,FOMC Member Tarullo Speaks,USD,1," "," "
2013.07.11USD30-y Bond Auction,7/11/13 18:00,FALSE,30-y Bond Auction,USD,1," ",3.36|2.5
2013.07.11USDFederal Budget Balance,7/11/13 18:54,FALSE,Federal Budget Balance,USD,2,42.1B,-138.7B

