Id,Date,All Day,Title,Symbol,Impact,Forecast,Previous
2013.03.01USDTotal Vehicle Sales,3/1/13 0:00,TRUE,Total Vehicle Sales,USD,1,15.1M,15.3M
2013.03.01CNYManufacturing PMI,3/1/13 0:59,FALSE,Manufacturing PMI,CNY,3,50.5,50.4
2013.03.01USDFOMC Member Evans Speaks,3/1/13 1:00,FALSE,FOMC Member Evans Speaks,USD,2," "," "
2013.03.01CNYCaixin Manufacturing PMI,3/1/13 1:45,FALSE,Caixin Manufacturing PMI,CNY,2,50.4,50.4
2013.03.01AUDCommodity Prices y y,3/1/13 5:30,FALSE,Commodity Prices y/y,AUD,1," ",-8.9%
2013.03.01EURGerman Retail Sales m m,3/1/13 7:00,FALSE,German Retail Sales m/m,EUR,2,1.1%,-2.1%
2013.03.01GBPNationwide HPI m m,3/1/13 7:00,FALSE,Nationwide HPI m/m,GBP,2,0.2%,0.5%
2013.03.01EURSpanish Manufacturing PMI,3/1/13 8:15,FALSE,Spanish Manufacturing PMI,EUR,2,46.3,46.1
2013.03.01CHFManufacturing PMI,3/1/13 8:30,FALSE,Manufacturing PMI,CHF,2,52.2,52.5
2013.03.01EURItalian Manufacturing PMI,3/1/13 8:45,FALSE,Italian Manufacturing PMI,EUR,2,47.6,47.8
2013.03.01EURFrench Final Manufacturing PMI,3/1/13 8:50,FALSE,French Final Manufacturing PMI,EUR,1,43.6,43.6
2013.03.01EURGerman Final Manufacturing PMI,3/1/13 8:55,FALSE,German Final Manufacturing PMI,EUR,1,50.1,50.1
2013.03.01EURFinal Manufacturing PMI,3/1/13 9:00,FALSE,Final Manufacturing PMI,EUR,1,47.8,47.8
2013.03.01EURItalian Monthly Unemployment Rate,3/1/13 9:00,FALSE,Italian Monthly Unemployment Rate,EUR,1,11.1%,11.3%
2013.03.01EURItalian Quarterly Unemployment Rate,3/1/13 9:00,FALSE,Italian Quarterly Unemployment Rate,EUR,1,10.8%,10.7%
2013.03.01GBPFinal Manufacturing PMI,3/1/13 9:30,FALSE,Final Manufacturing PMI,GBP,3,51.0,50.8
2013.03.01GBPM4 Money Supply m m,3/1/13 9:30,FALSE,M4 Money Supply m/m,GBP,1,0.3%,0.7%
2013.03.01GBPMortgage Approvals,3/1/13 9:30,FALSE,Mortgage Approvals,GBP,1,57K,56K
2013.03.01GBPNet Lending to Individuals m m,3/1/13 9:30,FALSE,Net Lending to Individuals m/m,GBP,2,1.1B,1.8B
2013.03.01EURCPI Flash Estimate y y,3/1/13 10:00,FALSE,CPI Flash Estimate y/y,EUR,2,2.0%,2.0%
2013.03.01EURItalian Prelim CPI m m,3/1/13 10:00,FALSE,Italian Prelim CPI m/m,EUR,1,0.3%,0.2%
2013.03.01EURUnemployment Rate,3/1/13 10:00,FALSE,Unemployment Rate,EUR,2,11.8%,11.8%
2013.03.01CADGDP m m,3/1/13 13:30,FALSE,GDP m/m,CAD,3,-0.2%,0.3%
2013.03.01USDCore PCE Price Index m m,3/1/13 13:30,FALSE,Core PCE Price Index m/m,USD,2,0.1%,0.0%
2013.03.01USDPersonal Income m m,3/1/13 13:30,FALSE,Personal Income m/m,USD,1,-2.3%,2.6%
2013.03.01USDPersonal Spending m m,3/1/13 13:30,FALSE,Personal Spending m/m,USD,2,0.2%,0.1%
2013.03.01USDFinal Manufacturing PMI,3/1/13 14:00,FALSE,Final Manufacturing PMI,USD,1,55.2,55.2
2013.03.01CADManufacturing PMI,3/1/13 14:30,FALSE,Manufacturing PMI,CAD,1," ",50.5
2013.03.01USDRevised UoM Consumer Sentiment,3/1/13 14:55,FALSE,Revised UoM Consumer Sentiment,USD,2,76.3,76.3
2013.03.01USDRevised UoM Inflation Expectations,3/1/13 14:55,FALSE,Revised UoM Inflation Expectations,USD,1," ",3.3%
2013.03.01USDConstruction Spending m m,3/1/13 15:00,FALSE,Construction Spending m/m,USD,1,0.6%,1.1%
2013.03.01USDISM Manufacturing PMI,3/1/13 15:00,FALSE,ISM Manufacturing PMI,USD,3,52.7,53.1
2013.03.01USDISM Manufacturing Prices,3/1/13 15:00,FALSE,ISM Manufacturing Prices,USD,1,57.3,56.5
2013.03.01USDPresident Obama Speaks,3/1/13 16:35,FALSE,President Obama Speaks,USD,1," "," "

