Id,Date,All Day,Title,Symbol,Impact,Forecast,Previous
2019.09.12AllOPEC-JMMC Meetings,9/12/19 0:00,TRUE,OPEC-JMMC Meetings,All,2," "," "
2019.09.12CNYBank Holiday,9/12/19 0:00,TRUE,Bank Holiday,CNY,4," "," "
2019.09.12GBPRICS House Price Balance,9/12/19 0:01,FALSE,RICS House Price Balance,GBP,1,-10%,-9%
2019.09.12JPYCore Machinery Orders m m,9/12/19 0:50,FALSE,Core Machinery Orders m/m,JPY,1,-9.0%,13.9%
2019.09.12JPYPPI y y,9/12/19 0:50,FALSE,PPI y/y,JPY,1,-0.8%,-0.6%
2019.09.12AUDMI Inflation Expectations,9/12/19 2:00,FALSE,MI Inflation Expectations,AUD,1," ",3.5%
2019.09.12JPYTertiary Industry Activity m m,9/12/19 5:30,FALSE,Tertiary Industry Activity m/m,JPY,1,-0.3%,-0.1%
2019.09.12EURGerman Final CPI m m,9/12/19 7:00,FALSE,German Final CPI m/m,EUR,1,-0.2%,-0.2%
2019.09.12CHFPPI m m,9/12/19 7:30,FALSE,PPI m/m,CHF,1,-0.2%,-0.1%
2019.09.12EURFrench Final CPI m m,9/12/19 7:45,FALSE,French Final CPI m/m,EUR,1,0.5%,0.5%
2019.09.12CNYForeign Direct Investment ytd y,9/12/19 8:15,FALSE,Foreign Direct Investment ytd/y,CNY,1," ",7.3%
2019.09.12EURItalian Quarterly Unemployment Rate,9/12/19 9:00,FALSE,Italian Quarterly Unemployment Rate,EUR,1,10.0%,10.3%
2019.09.12EURIndustrial Production m m,9/12/19 10:00,FALSE,Industrial Production m/m,EUR,1,-0.1%,-1.4%
2019.09.12EURMain Refinancing Rate,9/12/19 12:45,FALSE,Main Refinancing Rate,EUR,3,0.00%,0.00%
2019.09.12EURMonetary Policy Statement,9/12/19 12:45,FALSE,Monetary Policy Statement,EUR,3," "," "
2019.09.12CADNHPI m m,9/12/19 13:30,FALSE,NHPI m/m,CAD,1,0.0%,-0.1%
2019.09.12EURECB Press Conference,9/12/19 13:30,FALSE,ECB Press Conference,EUR,3," "," "
2019.09.12USDCPI m m,9/12/19 13:30,FALSE,CPI m/m,USD,3,0.1%,0.3%
2019.09.12USDCPI y y,9/12/19 13:30,FALSE,CPI y/y,USD,3,1.8%,1.8%
2019.09.12USDCore CPI m m,9/12/19 13:30,FALSE,Core CPI m/m,USD,3,0.2%,0.3%
2019.09.12USDUnemployment Claims,9/12/19 13:30,FALSE,Unemployment Claims,USD,1,215K,219K
2019.09.12GBPCB Leading Index m m,9/12/19 14:30,FALSE,CB Leading Index m/m,GBP,1," ",-0.5%
2019.09.12USDNatural Gas Storage,9/12/19 15:30,FALSE,Natural Gas Storage,USD,1,83B,84B
2019.09.12USD30-y Bond Auction,9/12/19 18:01,FALSE,30-y Bond Auction,USD,1," ",2.34|2.2
2019.09.12USDFederal Budget Balance,9/12/19 19:00,FALSE,Federal Budget Balance,USD,1,-160.5B,-119.7B
2019.09.12NZDBusinessNZ Manufacturing Index,9/12/19 23:30,FALSE,BusinessNZ Manufacturing Index,NZD,2," ",48.1

