Id,Date,All Day,Title,Symbol,Impact,Forecast,Previous
2018.04.11JPYBank Lending y y,4/11/18 0:50,FALSE,Bank Lending y/y,JPY,1,2.1%,2.1%
2018.04.11JPYCore Machinery Orders m m,4/11/18 0:50,FALSE,Core Machinery Orders m/m,JPY,1,-2.6%,8.2%
2018.04.11JPYPPI y y,4/11/18 0:50,FALSE,PPI y/y,JPY,1,2.1%,2.6%
2018.04.11AUDWestpac Consumer Sentiment,4/11/18 1:30,FALSE,Westpac Consumer Sentiment,AUD,1," ",0.2%
2018.04.11CNYCPI y y,4/11/18 2:30,FALSE,CPI y/y,CNY,2,2.6%,2.9%
2018.04.11CNYPPI y y,4/11/18 2:30,FALSE,PPI y/y,CNY,2,3.2%,3.7%
2018.04.11AUDRBA Gov Lowe Speaks,4/11/18 6:00,FALSE,RBA Gov Lowe Speaks,AUD,3," "," "
2018.04.11EURItalian Retail Sales m m,4/11/18 9:00,FALSE,Italian Retail Sales m/m,EUR,1,0.3%,-0.5%
2018.04.11GBPConstruction Output m m,4/11/18 9:30,FALSE,Construction Output m/m,GBP,1,0.7%,-3.1%
2018.04.11GBPGoods Trade Balance,4/11/18 9:30,FALSE,Goods Trade Balance,GBP,2,-12.0B,-12.2B
2018.04.11GBPIndustrial Production m m,4/11/18 9:30,FALSE,Industrial Production m/m,GBP,1,0.4%,1.3%
2018.04.11GBPManufacturing Production m m,4/11/18 9:30,FALSE,Manufacturing Production m/m,GBP,3,0.2%,0.0%
2018.04.11EURGerman 30-y Bond Auction,4/11/18 10:34,FALSE,German 30-y Bond Auction,EUR,1," ",1.27|1.1
2018.04.11GBPNIESR GDP Estimate,4/11/18 12:08,FALSE,NIESR GDP Estimate,GBP,1," ",0.1%
2018.04.11EURECB President Draghi Speaks,4/11/18 12:10,FALSE,ECB President Draghi Speaks,EUR,2," "," "
2018.04.11USDCPI m m,4/11/18 13:30,FALSE,CPI m/m,USD,3,0.0%,0.2%
2018.04.11USDCPI y y,4/11/18 13:30,FALSE,CPI y/y,USD,3,2.4%,2.2%
2018.04.11USDCore CPI m m,4/11/18 13:30,FALSE,Core CPI m/m,USD,3,0.2%,0.2%
2018.04.11USDCrude Oil Inventories,4/11/18 15:30,FALSE,Crude Oil Inventories,USD,3,-0.6M,-4.6M
2018.04.11USD10-y Bond Auction,4/11/18 18:01,FALSE,10-y Bond Auction,USD,1," ",2.89|2.5
2018.04.11USDFOMC Meeting Minutes,4/11/18 19:00,FALSE,FOMC Meeting Minutes,USD,3," "," "
2018.04.11USDFederal Budget Balance,4/11/18 19:00,FALSE,Federal Budget Balance,USD,1,-191.0B,-215.2B

