Id,Date,All Day,Title,Symbol,Impact,Forecast,Previous
2012.03.06GBPBRC Retail Sales Monitor y y,3/6/12 0:00,FALSE,BRC Retail Sales Monitor y/y,GBP,2,,-0.3%
2012.03.06AUDCurrent Account,3/6/12 0:30,FALSE,Current Account,AUD,2,-8.0B,-5.8B
2012.03.06JPYAverage Cash Earnings y y,3/6/12 1:30,FALSE,Average Cash Earnings y/y,JPY,2,-0.3%,0.1%
2012.03.06AUDCash Rate,3/6/12 3:30,FALSE,Cash Rate,AUD,3,4.25%,4.25%
2012.03.06AUDRBA Rate Statement,3/6/12 3:30,FALSE,RBA Rate Statement,AUD,3,,
2012.03.06JPY30-y Bond Auction,3/6/12 3:45,FALSE,30-y Bond Auction,JPY,1,,1.92|3.5
2012.03.06GBPHalifax HPI m m,3/6/12 8:00,FALSE,Halifax HPI m/m,GBP,3,0.3%,0.6%
2012.03.06EURRevised GDP q q,3/6/12 10:00,FALSE,Revised GDP q/q,EUR,1,-0.3%,-0.3%
2012.03.06NZDGDT Price Index,3/6/12 13:30,FALSE,GDT Price Index,NZD,1,,-3.7%
2012.03.06CADIvey PMI,3/6/12 15:00,FALSE,Ivey PMI,CAD,3,62.1,64.1
2012.03.06AUDRBA Deputy Gov Lowe Speaks,3/6/12 21:30,FALSE,RBA Deputy Gov Lowe Speaks,AUD,2,,
2012.03.06AUDAIG Construction Index,3/6/12 22:22,FALSE,AIG Construction Index,AUD,1,,39.8

