Id,Date,All Day,Title,Symbol,Impact,Forecast,Previous
2017.11.15AUDWage Price Index q q,11/15/17 0:30,FALSE,Wage Price Index q/q,AUD,2,0.7%,0.5%
2017.11.15JPYRevised Industrial Production m m,11/15/17 4:33,FALSE,Revised Industrial Production m/m,JPY,1,-1.1%,-1.1%
2017.11.15AUDRBA Assist Gov Ellis Speaks,11/15/17 7:00,FALSE,RBA Assist Gov Ellis Speaks,AUD,2," "," "
2017.11.15EURFrench Final CPI m m,11/15/17 7:45,FALSE,French Final CPI m/m,EUR,1,0.1%,0.1%
2017.11.15USDFOMC Member Evans Speaks,11/15/17 8:00,FALSE,FOMC Member Evans Speaks,USD,2," "," "
2017.11.15GBPAverage Earnings Index 3m y,11/15/17 9:30,FALSE,Average Earnings Index 3m/y,GBP,3,2.1%,2.3%
2017.11.15GBPClaimant Count Change,11/15/17 9:30,FALSE,Claimant Count Change,GBP,2,2.0K,2.6K
2017.11.15GBPUnemployment Rate,11/15/17 9:30,FALSE,Unemployment Rate,GBP,2,4.3%,4.3%
2017.11.15EURTrade Balance,11/15/17 10:00,FALSE,Trade Balance,EUR,1,21.2B,21.0B
2017.11.15EURGerman 10-y Bond Auction,11/15/17 10:35,FALSE,German 10-y Bond Auction,EUR,1," ",0.48|1.7
2017.11.15GBPMPC Member Broadbent Speaks,11/15/17 13:00,FALSE,MPC Member Broadbent Speaks,GBP,3," "," "
2017.11.15USDCPI m m,11/15/17 13:30,FALSE,CPI m/m,USD,3,0.1%,0.5%
2017.11.15USDCPI y y,11/15/17 13:30,FALSE,CPI y/y,USD,3,2.0%,2.2%
2017.11.15USDCore CPI m m,11/15/17 13:30,FALSE,Core CPI m/m,USD,3,0.2%,0.1%
2017.11.15USDCore Retail Sales m m,11/15/17 13:30,FALSE,Core Retail Sales m/m,USD,3,0.2%,1.2%
2017.11.15USDEmpire State Manufacturing Index,11/15/17 13:30,FALSE,Empire State Manufacturing Index,USD,2,25.5,30.2
2017.11.15USDRetail Sales m m,11/15/17 13:30,FALSE,Retail Sales m/m,USD,3,0.0%,1.9%
2017.11.15GBPCB Leading Index m m,11/15/17 14:36,FALSE,CB Leading Index m/m,GBP,1," ",-0.2%
2017.11.15USDBusiness Inventories m m,11/15/17 15:00,FALSE,Business Inventories m/m,USD,1,0.0%,0.6%
2017.11.15USDCrude Oil Inventories,11/15/17 15:30,FALSE,Crude Oil Inventories,USD,3,-2.1M,2.2M
2017.11.15USDTIC Long-Term Purchases,11/15/17 21:00,FALSE,TIC Long-Term Purchases,USD,1,34.6B,73.2B
2017.11.15CADGov Council Member Wilkins Speaks,11/15/17 23:45,FALSE,Gov Council Member Wilkins Speaks,CAD,2," "," "
2017.11.15AUDMI Inflation Expectations,11/15/17 23:59,FALSE,MI Inflation Expectations,AUD,1," ",4.3%

