Id,Date,All Day,Title,Symbol,Impact,Forecast,Previous
2014.11.18AUDMonetary Policy Meeting Minutes,11/18/14 0:30,FALSE,Monetary Policy Meeting Minutes,AUD,3," "," "
2014.11.18CNYForeign Direct Investment ytd y,11/18/14 2:05,FALSE,Foreign Direct Investment ytd/y,CNY,1," ",-1.4%
2014.11.18AUDRBA Gov Stevens Speaks,11/18/14 8:25,FALSE,RBA Gov Stevens Speaks,AUD,3," "," "
2014.11.18GBPCPI y y,11/18/14 9:30,FALSE,CPI y/y,GBP,3,1.2%,1.2%
2014.11.18GBPCore CPI y y,11/18/14 9:30,FALSE,Core CPI y/y,GBP,1,1.6%,1.5%
2014.11.18GBPONS HPI y y,11/18/14 9:30,FALSE,ONS HPI y/y,GBP,1,12.1%,11.7%
2014.11.18GBPPPI Input m m,11/18/14 9:30,FALSE,PPI Input m/m,GBP,2,-1.4%,-0.6%
2014.11.18GBPPPI Output m m,11/18/14 9:30,FALSE,PPI Output m/m,GBP,1,-0.2%,-0.2%
2014.11.18GBPRPI y y,11/18/14 9:30,FALSE,RPI y/y,GBP,2,2.3%,2.3%
2014.11.18EURGerman ZEW Economic Sentiment,11/18/14 10:00,FALSE,German ZEW Economic Sentiment,EUR,3,0.9,-3.6
2014.11.18EURZEW Economic Sentiment,11/18/14 10:00,FALSE,ZEW Economic Sentiment,EUR,2,4.3,4.1
2014.11.18USDCore PPI m m,11/18/14 13:30,FALSE,Core PPI m/m,USD,2,0.2%,0.0%
2014.11.18USDPPI m m,11/18/14 13:30,FALSE,PPI m/m,USD,3,-0.1%,-0.1%
2014.11.18NZDGDT Price Index,11/18/14 14:41,FALSE,GDT Price Index,NZD,3," ",-0.3%
2014.11.18USDNAHB Housing Market Index,11/18/14 15:00,FALSE,NAHB Housing Market Index,USD,2,55,54
2014.11.18GBPMPC Member Forbes Speaks,11/18/14 18:30,FALSE,MPC Member Forbes Speaks,GBP,2," "," "
2014.11.18USDFOMC Member Kocherlakota Speaks,11/18/14 18:30,FALSE,FOMC Member Kocherlakota Speaks,USD,2," "," "
2014.11.18CADGov Council Member Cote Speaks,11/18/14 19:05,FALSE,Gov Council Member Cote Speaks,CAD,1," "," "
2014.11.18USDTIC Long-Term Purchases,11/18/14 21:00,FALSE,TIC Long-Term Purchases,USD,1,41.3B,52.1B
2014.11.18AUDMI Leading Index m m,11/18/14 23:30,FALSE,MI Leading Index m/m,AUD,1," ",-0.1%

