Id,Date,All Day,Title,Symbol,Impact,Forecast,Previous
2012.03.30EURECOFIN Meetings,3/30/12 0:00,TRUE,ECOFIN Meetings,EUR,2," "," "
2012.03.30GBPGfK Consumer Confidence,3/30/12 0:01,FALSE,GfK Consumer Confidence,GBP,2,-29,-29
2012.03.30JPYFinal Manufacturing PMI,3/30/12 0:15,FALSE,Final Manufacturing PMI,JPY,1," ",50.5
2012.03.30JPYHousehold Spending y y,3/30/12 0:30,FALSE,Household Spending y/y,JPY,2,-0.3%,-2.3%
2012.03.30JPYNational Core CPI y y,3/30/12 0:30,FALSE,National Core CPI y/y,JPY,1,-0.1%,-0.1%
2012.03.30JPYTokyo Core CPI y y,3/30/12 0:30,FALSE,Tokyo Core CPI y/y,JPY,2,-0.3%,-0.3%
2012.03.30JPYUnemployment Rate,3/30/12 0:30,FALSE,Unemployment Rate,JPY,1,4.6%,4.6%
2012.03.30JPYPrelim Industrial Production m m,3/30/12 0:50,FALSE,Prelim Industrial Production m/m,JPY,2,1.3%,1.9%
2012.03.30AUDHIA New Home Sales m m,3/30/12 1:00,FALSE,HIA New Home Sales m/m,AUD,2," ",-7.3%
2012.03.30AUDPrivate Sector Credit m m,3/30/12 1:30,FALSE,Private Sector Credit m/m,AUD,2,0.3%,0.2%
2012.03.30AUDRBA Assist Gov Edey Speaks,3/30/12 5:00,FALSE,RBA Assist Gov Edey Speaks,AUD,2," "," "
2012.03.30JPYHousing Starts y y,3/30/12 6:00,FALSE,Housing Starts y/y,JPY,1,-1.4%,-1.1%
2012.03.30EURGerman Retail Sales m m,3/30/12 7:00,FALSE,German Retail Sales m/m,EUR,2,1.3%,-1.2%
2012.03.30EURFrench Consumer Spending m m,3/30/12 7:45,FALSE,French Consumer Spending m/m,EUR,2,0.2%,-0.4%
2012.03.30CHFKOF Economic Barometer,3/30/12 8:00,FALSE,KOF Economic Barometer,CHF,2,0.06,-0.11
2012.03.30EURCPI Flash Estimate y y,3/30/12 10:00,FALSE,CPI Flash Estimate y/y,EUR,2,2.5%,2.7%
2012.03.30EURItalian Prelim CPI m m,3/30/12 10:00,FALSE,Italian Prelim CPI m/m,EUR,1,0.2%,0.4%
2012.03.30CADGDP m m,3/30/12 13:30,FALSE,GDP m/m,CAD,3,0.1%,0.5%
2012.03.30USDCore PCE Price Index m m,3/30/12 13:30,FALSE,Core PCE Price Index m/m,USD,2,0.1%,0.2%
2012.03.30USDPersonal Income m m,3/30/12 13:30,FALSE,Personal Income m/m,USD,1,0.4%,0.2%
2012.03.30USDPersonal Spending m m,3/30/12 13:30,FALSE,Personal Spending m/m,USD,2,0.6%,0.4%
2012.03.30USDChicago PMI,3/30/12 14:45,FALSE,Chicago PMI,USD,2,63.2,64.0
2012.03.30USDRevised UoM Consumer Sentiment,3/30/12 14:55,FALSE,Revised UoM Consumer Sentiment,USD,2,74.9,74.3
2012.03.30USDRevised UoM Inflation Expectations,3/30/12 14:55,FALSE,Revised UoM Inflation Expectations,USD,1," ",4.0%

